"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM4","2007-10-08","1","Bottom Water","0.8","0.4","4","68","4.6","8","26","0.6","0.36","0.12","7.4","1.8","24.4","1","4","3.9","28.9","1.36","0.61","1.57","0.15","17.2","0.006","0.6"
"Deep Bay","DM4","2007-11-09","1","Surface Water","1.1","0.55","4.5","154","11.1","13","21","0.23","0.11","0.095","7.3","0.4","30.7","1.5","0.96","2.2","23","0.89","0.78","1.12","0.12","10","0.004","0.8"
"Deep Bay","DM4","2007-11-09","1","Bottom Water","1.1","0.28","6.7","122","8.7","59","130","0.16","0.062","0.045","7.3","<0.2","31.2","1.5","0.69","2.2","23.2","0.5","0.47","0.69","0.06","8.6","0.002","0.7"
"Deep Bay","DM4","2007-12-08","1","Surface Water","1.6","1.3","4.4","103","7.9","59","92","0.27","0.11","0.13","7.7","1.6","29.8","0.6","1.5","8","19.6","1.68","1.4","1.78","0.17","14","0.019","2.2"
"Deep Bay","DM4","2007-12-08","1","Bottom Water","0.9","0.59","2.1","100","7.7","43","76","0.27","0.085","0.085","7.7","1.6","30.7","0.6","1.5","10","19.6","0.95","0.82","1.18","0.12","14.4","0.009","2"
"Deep Bay","DM5","2007-01-19","1","Surface Water","2.1","0.24","14","82","6.4","570","770","0.12","0.036","0.025","7.5","5.2","32.4","1.8","0.14","7.5","18.4","0.4","0.49","0.65","0.06","17.3","0.002","2.5"
"Deep Bay","DM5","2007-01-19","1","Middle Water","1.6","0.17","12","98","7.5","600","1100","0.092","0.026","0.021","7.5","3.6","32.7","1.8","0.19","6.9","18.4","0.29","0.4","0.52","0.05","17.5","0.001","2"
"Deep Bay","DM5","2007-01-19","1","Bottom Water","1.3","0.13","12","97","7.5","360","600","0.076","0.019","0.017","7.3","3.9","33","1.8","0.24","12","18.4","0.23","0.38","0.48","0.05","23.3","0.001","3.4"
"Deep Bay","DM5","2007-02-02","1","Surface Water","1.9","0.26","16","114","9","2300","2800","0.11","0.029","0.022","8.3","1.2","31.7","1","0.42","6.2","17.1","0.4","0.57","0.71","0.06","12.8","0.013","2.4"
"Deep Bay","DM5","2007-02-02","1","Middle Water","2.1","0.26","17","112","8.9","1800","2800","0.11","0.028","0.022","8.3","1","31.8","1","0.43","7","17","0.4","0.51","0.65","0.05","12.9","0.013","2.4"
"Deep Bay","DM5","2007-02-02","1","Bottom Water","1.4","0.23","17","111","8.8","2700","3300","0.098","0.025","0.021","8.3","1.3","32","1","0.38","5.6","16.9","0.35","0.45","0.57","0.06","12.2","0.011","2.2"
"Deep Bay","DM5","2007-03-19","1","Surface Water","1.3","0.49","2.1","89","6.7","530","860","0.31","0.073","0.048","8","<0.2","30.2","1","1.5","6.3","20.7","0.87","0.64","1.02","0.07","12.2","0.016","2"
"Deep Bay","DM5","2007-03-19","1","Middle Water","0.9","0.46","1.5","87","6.5","1000","1900","0.28","0.068","0.047","8","<0.2","30.8","1","1.5","6.5","20.5","0.81","0.58","0.93","0.07","12.9","0.015","2.2"
"Deep Bay","DM5","2007-03-19","1","Bottom Water","0.6","0.4","1.6","86","6.5","780","2100","0.26","0.062","0.044","8","<0.2","30.8","1","1.4","8.4","20.5","0.72","0.53","0.85","0.07","14.2","0.014","3.5"
"Deep Bay","DM5","2007-04-18","1","Surface Water","1.7","0.35","6.6","99","7.2","400","720","0.42","0.07","0.028","8.1","3.2","28","0.6","0.93","8","23.4","0.84","0.51","1","0.05","14.9","0.018","3"
"Deep Bay","DM5","2007-04-18","1","Middle Water","1.5","0.33","7.3","96","6.9","300","500","0.41","0.067","0.028","8.1","3.4","28.9","0.6","0.87","10","23.1","0.81","0.52","1","0.06","14.3","0.017","3.7"
"Deep Bay","DM5","2007-04-18","1","Bottom Water","1.1","0.26","7.2","94","6.8","420","960","0.36","0.058","0.023","8.1","3.1","29.1","0.6","0.73","12","23.1","0.68","0.44","0.86","0.05","15.7","0.013","3.5"
"Deep Bay","DM5","2007-05-14","1","Surface Water","11","0.02","28","177","12.1","2","16","0.49","0.16","0.006","9.2","72","23","0.7","<0.05","10","28.5","0.67","0.82","1.47","0.07","63.1","0.008","6.4"
"Deep Bay","DM5","2007-05-14","1","Middle Water","4.1","0.02","26","183","12.9","3","13","0.49","0.16","0.006","9.3","69","24.3","0.7","<0.05","9.2","26.3","0.67","0.78","1.43","0.09","59.8","0.007","5.8"
"Deep Bay","DM5","2007-05-14","1","Bottom Water","4.2","0.065","72","122","8.4","150","330","0.57","0.15","0.005","9.3","24","28.4","0.7","<0.05","9.4","25.6","0.79","0.73","1.45","0.07","72.8","0.021","4.3"
"Deep Bay","DM5","2007-06-27","1","Surface Water","1.4","0.24","2.2","94","6.7","170","420","0.97","0.22","0.049","7","2.8","8.6","0.3","6","5.8","30","1.43","0.56","1.75","0.06","15","0.002","2.2"
"Deep Bay","DM5","2007-06-27","1","Middle Water","1.2","0.23","1","87","6.3","330","960","1","0.21","0.046","7","2","9.1","0.3","5.9","8.3","29.7","1.44","0.48","1.69","0.05","15.2","0.002","1.3"
"Deep Bay","DM5","2007-06-27","1","Bottom Water","1.2","0.25","1","75","5.3","260","640","0.92","0.21","0.051","6.9","3","13.4","0.3","5.9","4.8","29.2","1.38","0.54","1.67","0.08","16.4","0.002","2"
"Deep Bay","DM5","2007-07-16","1","Surface Water","0.8","0.1","1.2","90","6.3","22","55","1.1","0.063","0.044","7.1","0.2","14.6","0.6","5.2","4.8","30.2","1.26","0.27","1.43","0.05","12.6","0.001","1"
"Deep Bay","DM5","2007-07-16","1","Middle Water","0.7","0.11","1.8","85","5.9","57","80","1","0.064","0.044","7.1","0.6","16.4","0.6","5.1","6.6","29.4","1.17","0.28","1.34","0.07","13.3","0.001","1.6"
"Deep Bay","DM5","2007-07-16","1","Bottom Water","1","0.1","3.4","66","4.6","180","450","0.91","0.054","0.036","7","1.3","23","0.6","4.1","6","27.6","1.06","0.25","1.21","0.06","35.9","0.001","2.2"
"Deep Bay","DM5","2007-08-13","1","Surface Water","0.7","0.068","1.2","54","3.8","100","330","0.74","0.3","0.051","7.7","<0.2","19.5","0.2","3.5","14","28","1.11","0.24","1.28","0.07","22.7","0.002","2.1"
"Deep Bay","DM5","2007-08-13","1","Middle Water","0.6","0.053","1.4","52","3.7","56","260","0.79","0.3","0.052","7.7","<0.2","19.9","0.2","3.5","6.4","27.7","1.14","0.23","1.32","0.07","25.1","0.002","1.2"
"Deep Bay","DM5","2007-08-13","1","Bottom Water","0.5","0.082","1.2","46","3.2","340","660","0.75","0.3","0.054","7.7","<0.2","23.8","0.2","3.4","14","27","1.13","0.24","1.29","0.08","81.6","0.002","2.6"
"Deep Bay","DM5","2007-09-10","1","Surface Water","0.6","0.44","6.5","62","4.3","75","190","0.6","0.13","0.072","7.9","0.8","23.5","1.3","3.4","4.1","27.6","1.17","0.65","1.38","0.1","11.2","0.019","1.2"
"Deep Bay","DM5","2007-09-10","1","Middle Water","0.6","0.42","5","61","4.2","74","260","0.57","0.12","0.069","7.9","1","24.1","1.3","3.2","4.9","27.4","1.11","0.62","1.31","0.09","11.9","0.018","1"
"Deep Bay","DM5","2007-09-10","1","Bottom Water","0.5","0.36","5.2","54","3.7","250","620","0.56","0.12","0.06","7.9","1.1","27.9","1.3","3","4.6","26.4","1.04","0.55","1.23","0.08","18.5","0.014","1.1"
"Deep Bay","DM5","2007-10-08","1","Surface Water","0.9","0.16","4.3","84","5.7","5","23","0.6","0.35","0.067","7.3","2","23.6","1","3.6","2.6","28.9","1.11","0.38","1.33","0.1","10.4","0.002","0.6"
"Deep Bay","DM5","2007-10-08","1","Middle Water","0.5","0.26","3","81","5.4","98","150","0.49","0.34","0.083","7.4","1.6","25.5","1","3.3","4.9","28.7","1.09","0.46","1.29","0.11","12.2","0.004","1"
"Deep Bay","DM5","2007-10-08","1","Bottom Water","0.5","0.29","3.1","78","5.2","180","340","0.48","0.34","0.09","7.4","1.6","26.7","1","3.2","5.3","28.6","1.11","0.52","1.34","0.11","12.6","0.004","1.2"
"Deep Bay","DM5","2007-11-09","1","Surface Water","1","0.13","4.2","100","7","320","720","0.095","0.032","0.026","7.3","0.9","32.6","1","0.6","4.1","23.9","0.26","0.31","0.44","0.04","8.1","0.001","0.8"
"Deep Bay","DM5","2007-11-09","1","Middle Water","0.9","0.12","4.5","104","7.2","280","760","0.092","0.032","0.025","7.3","0.8","32.8","1","0.6","4.8","24","0.24","0.26","0.38","0.04","11.3","0.001","0.9"
"Deep Bay","DM5","2007-11-09","1","Bottom Water","1","0.11","4","101","7.1","290","830","0.088","0.029","0.022","7.3","0.4","32.9","1","0.61","5.4","23.9","0.23","0.37","0.49","0.04","12.2","0.001","1.2"
"Deep Bay","DM5","2007-12-08","1","Surface Water","0.6","0.16","1.4","98","7.3","150","410","0.19","0.028","0.038","7.6","0.7","32.1","0.5","1.5","7.5","20.5","0.38","0.33","0.55","0.06","14.5","0.002","1.6"
"Deep Bay","DM5","2007-12-08","1","Middle Water","0.5","0.16","1","99","7.3","170","260","0.19","0.028","0.038","7.6","1","32.1","0.5","1.5","10","20.5","0.38","0.32","0.54","0.06","14.7","0.002","1.9"
"Deep Bay","DM5","2007-12-08","1","Bottom Water","0.4","0.16","0.4","99","7.4","240","420","0.19","0.028","0.038","7.6","1.5","32.1","0.5","1.5","11","20.5","0.38","0.32","0.54","0.09","15.3","0.002","2"
"Eastern Buffer","EM1","2007-01-02","1","Surface Water","0.5","0.045","1.7","90","6.8","320","610","0.048","0.022","0.017","7.8","0.9","33.4","2.5","0.42","2.3","19.5","0.12","0.14","0.21","0.04","11.3","0.001","0.6"
"Eastern Buffer","EM1","2007-01-02","1","Middle Water","0.3","0.042","2.3","90","6.8","190","290","0.045","0.021","0.014","7.8","0.4","33.5","2.5","0.49","2.8","19.4","0.11","0.15","0.22","0.04","11.6","0.001","1"
"Eastern Buffer","EM1","2007-01-02","1","Bottom Water","0.2","0.035","1.3","90","6.8","170","260","0.042","0.02","0.014","7.8","<0.2","33.5","2.5","0.5","2.1","19.4","0.1","0.14","0.2","0.04","11.5","0.001","<0.5"
"Eastern Buffer","EM1","2007-02-01","1","Surface Water","1.2","0.044","5.2","99","7.8","260","410","0.064","0.011","0.017","8.3","0.9","33.1","2.5","0.7","1.7","17.1","0.12","0.19","0.27","0.04","8.4","0.002","1.5"
"Eastern Buffer","EM1","2007-02-01","1","Middle Water","1.1","0.04","6.1","101","8","140","310","0.062","0.01","0.015","8.3","1","33.1","2.5","0.73","1.3","17.1","0.11","0.19","0.26","0.03","8.1","0.002","1.2"
"Eastern Buffer","EM1","2007-02-01","1","Bottom Water","1.2","0.044","5.6","102","8","140","360","0.058","0.01","0.018","8.3","1","33.1","2.5","0.73","1.5","17","0.11","0.19","0.26","0.03","8.2","0.002","0.7"
"Eastern Buffer","EM1","2007-03-01","1","Surface Water","0.4","0.045","1.6","93","7","4","11","0.009","<0.002","0.006","8.2","<0.2","33.6","2","0.31","1.6","19.4","0.06","0.13","0.14","0.02","10.9","0.002","0.7"
"Eastern Buffer","EM1","2007-03-01","1","Middle Water","0.5","0.039","1.7","96","7.2","4","9","0.009","<0.002","0.006","8.2","<0.2","33.6","2","0.3","2.2","19.4","0.05","0.13","0.14","<0.02","10.7","0.002","1.1"
"Eastern Buffer","EM1","2007-03-01","1","Bottom Water","0.6","0.037","1.7","96","7.2","6","31","0.008","<0.002","0.006","8.2","<0.2","33.6","2","0.29","2.6","19.4","0.05","0.12","0.13","<0.02","10.9","0.002","2.1"
"Eastern Buffer","EM1","2007-04-11","1","Surface Water","0.4","0.094","1.1","81","5.9","5","27","0.048","0.01","0.018","8.1","0.2","33.9","2.4","0.49","1.9","21.3","0.15","0.2","0.26","0.03","9.1","0.004","0.9"
"Eastern Buffer","EM1","2007-04-11","1","Middle Water","0.4","0.071","1.2","88","6.4","53","91","0.037","0.009","0.014","8.1","0.4","34","2.4","0.42","2","21.3","0.12","0.19","0.24","0.02","8.6","0.003","1"
"Eastern Buffer","EM1","2007-04-11","1","Bottom Water","0.3","0.051","1","89","6.5","100","130","0.025","0.006","0.01","8.1","0.4","34.1","2.4","0.38","5.9","21.2","0.08","0.14","0.17","0.02","9.8","0.002","1.6"
"Eastern Buffer","EM1","2007-05-02","1","Surface Water","0.6","0.12","1.2","73","5.1","90","210","0.057","0.01","0.026","8","0.8","33.5","2","0.39","2","23.3","0.19","0.22","0.29","0.03","9.3","0.005","<0.5"
"Eastern Buffer","EM1","2007-05-02","1","Middle Water","0.4","0.094","1.6","77","5.4","160","390","0.045","0.008","0.018","8","<0.2","33.7","2","0.3","4.2","23","0.15","0.2","0.25","0.03","9.9","0.004","0.6"
"Eastern Buffer","EM1","2007-05-02","1","Bottom Water","0.5","0.074","1.5","80","5.6","83","140","0.033","0.006","0.015","8","0.7","33.7","2","0.27","3.6","23","0.11","0.18","0.22","0.02","10.1","0.003","<0.5"
"Eastern Buffer","EM1","2007-06-01","1","Surface Water","1.5","0.092","13","88","5.9","390","1300","0.22","0.032","0.016","8.2","4.7","30.5","2","<0.05","1.5","27.1","0.34","0.39","0.64","0.04","9.3","0.007","0.5"
"Eastern Buffer","EM1","2007-06-01","1","Middle Water","0.7","0.062","5.9","72","4.9","360","1200","0.12","0.019","0.013","8.1","3","32.9","2","0.17","2.2","25.3","0.2","0.31","0.45","0.03","10.5","0.004","0.8"
"Eastern Buffer","EM1","2007-06-01","1","Bottom Water","1.4","0.046","2.1","61","4.2","42","90","0.029","0.009","0.007","8.1","1.2","34","2","0.38","2.9","24.4","0.08","0.24","0.28","0.02","11.5","0.002","2.6"
"Eastern Buffer","EM1","2007-07-05","1","Surface Water","2.2","0.073","9.6","104","6.9","52","260","0.071","0.004","0.004","8.3","1.9","29.8","2","1.5","2.2","27.2","0.15","0.35","0.43","0.03","68.7","0.008","2"
