"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM4","1991-06-14","1","Surface Water","0.8","0.017","2","91","6.5","120","160","0.735","0.06","0.043","8","2.2","9.3","0.9","4.58","6","27.2","0.81","0.62","1.42","0.05","7.5","0.001","1"
"Deep Bay","DM4","1991-06-14","1","Bottom Water","0.5","0.049","1","77","5.4","140","200","0.68","0.109","0.057","8","1.8","15.2","0.9","3.6","18","26.5","0.84","0.52","1.31","0.09","18","0.003","2"
"Deep Bay","DM4","1991-07-15","1","Surface Water","0.5","<0.005","0.8","85","6.4","160","180","1.11","0.036","0.038","8","1.8","7.8","0.8","6.4","19","26.3","1.15","<0.05","1.2","0.75","18","0.001","4.5"
"Deep Bay","DM4","1991-07-15","1","Bottom Water","0.6","<0.005","0.5","82","6.3","160","220","1.06","0.048","0.04","8","2.6","11.4","0.8","6","22","26.1","1.11","0.35","1.46","0.06","21","0.001","5"
"Deep Bay","DM4","1991-08-29","1","Surface Water","0.5","<0.005","1.1","69","5.1","70","100","0.604","0.112","0.037","8.1","5.3","19","0.8","4.2","7","26.2","0.72","0.15","0.87","0.44","8.5","0.001","1"
"Deep Bay","DM4","1991-08-29","1","Bottom Water","0.3","<0.005","0.8","61","4.5","380","530","0.396","0.089","0.039","8.1","2.2","24.8","0.8","2.8","40","25.9","0.49","0.22","0.71","0.37","24","0.001","4"
"Deep Bay","DM4","1991-09-24","1","Surface Water","N/A","0.02","3.7","86","5.9","100","140","0.175","0.037","0.027","8.1","2.2","28.7","1.2","0.81","8","26.4","0.23","0.2","0.41","0.06","5.5","0.001","1.5"
"Deep Bay","DM4","1991-09-24","1","Bottom Water","N/A","0.034","4","82","5.6","380","470","0.158","0.032","0.026","8.1","2.1","29.1","1.2","0.76","13","26.1","0.22","0.18","0.37","0.13","13","0.002","1.5"
"Deep Bay","DM4","1991-11-08","1","Surface Water","0.5","0.01","<0.2","116","8.7","1","1","0.442","0.053","0.038","8.2","6","27.3","1","2.6","9.5","24.1","0.51","0.54","1.04","0.16","16","0.001","1.5"
"Deep Bay","DM4","1991-11-08","1","Bottom Water","0.7","0.094","5.8","108","8.1","140","140","0.424","0.078","0.077","8.1","6.7","29.5","1","1.7","15","23.7","0.6","0.57","1.07","0.2","16","0.005","2"
"Deep Bay","DM4","1991-12-09","1","Surface Water","0.6","0.034","0.3","118","9.5","120","210","0.264","0.037","0.004","7.7","1.6","28.4","1","1.5","11","20.7","0.34","0.29","0.59","0.18","11","0.001","1"
"Deep Bay","DM4","1991-12-09","1","Bottom Water","0.4","0.063","30","98","7.9","220","220","0.247","0.039","0.032","7.9","<0.2","29.6","1","1.6","17","20.8","0.35","0.34","0.63","0.14","18","0.002","2"
"Deep Bay","DM5","1991-03-22","1","Surface Water","0.9","0.081","2.9","139","11.1","1","1","0.16","0.013","0.03","8.1","1","29.7","1","1.2","6","21.1","0.25","0.4","0.57","0.11","2","0.004","1"
"Deep Bay","DM5","1991-03-22","1","Middle Water","0.9","0.072","2.4","105","8.4","3","3","0.11","0.01","0.023","8.1","0.4","31","1","0.87","8","20.9","0.19","0.45","0.57","0.07","4.3","0.003","1.5"
"Deep Bay","DM5","1991-03-22","1","Bottom Water","0.4","0.056","2.1","101","8.1","2","4","0.1","0.01","0.022","8.1","1.2","31.1","1","0.84","32","20.8","0.17","0.74","0.85","0.1","10","0.002","3.5"
"Deep Bay","DM5","1991-05-29","1","Surface Water","1.9","0.055","15","122","8.3","3","3","0.448","0.018","0.009","8.5","5.8","21.8","2","0.64","4","26.5","0.52","0.39","0.86","0.06","2.4","0.008","2"
"Deep Bay","DM5","1991-05-29","1","Middle Water","2","0.063","16","126","8.6","2","2","0.397","0.015","0.01","8.5","4.6","22.9","2","0.53","4","26.5","0.48","0.38","0.79","0.04","1.7","0.009","2.5"
"Deep Bay","DM5","1991-05-29","1","Bottom Water","1.4","0.061","4.3","98","6.8","1","1","0.152","0.01","0.011","8.3","5.1","28.8","2","0.5","6","25.2","0.22","0.32","0.48","0.05","5.7","0.006","1"
"Deep Bay","DM5","1991-07-22","1","Surface Water","0.5","0.013","<0.2","79","5.8","120","260","0.753","0.085","0.042","8","2.1","11.7","1.2","4.9","5","26.3","0.85","0.24","1.08","0.06","4","0.001","1.5"
"Deep Bay","DM5","1991-07-22","1","Middle Water","0.6","0.151","0.3","57","4.1","130","140","0.641","0.082","0.035","8.1","1.6","24","1.2","3.6","6.5","25.1","0.87","0.31","1.03","0.06","4.3","0.009","1"
"Deep Bay","DM5","1991-07-22","1","Bottom Water","0.5","0.286","0.5","54","4","80","80","0.423","0.088","0.036","8","1","24.9","1.2","2.9","9.5","25","0.8","0.3","0.81","0.07","5","0.014","1"
"Deep Bay","DM5","1991-09-09","1","Surface Water","1","<0.005","0.3","73","5.3","100","120","0.636","0.002","0.032","7.8","0.3","24.8","1","2.6","11","24.4","0.64","0.21","0.85","0.17","11","0.001","1.5"
"Deep Bay","DM5","1991-09-09","1","Middle Water","0.9","<0.005","0.3","68","5.1","53","68","0.531","0.036","0.032","7.8","0.7","26.1","1","2.5","17","24.3","0.57","0.3","0.87","0.19","18","0.001","2"
"Deep Bay","DM5","1991-09-09","1","Bottom Water","0.8","<0.005","0.3","69","5","17","24","0.456","<0.002","0.023","7.8","0.7","28.5","1","2.1","27","24.3","0.46","0.21","0.67","0.15","23","0.001","3"
"Deep Bay","DM5","1991-11-22","1","Surface Water","0.9","0.095","1.6","119","9.2","3","3","0.038","0.016","0.043","8.1","1.9","32.7","0.8","0.69","9.5","22.2","0.15","0.59","0.64","0.21","11","0.005","1.5"
"Deep Bay","DM5","1991-11-22","1","Middle Water","0.8","0.094","0.9","116","9","8","8","0.042","0.018","0.021","8.2","2.1","32.5","0.8","0.64","10","21.8","0.15","0.38","0.44","0.14","12","0.005","2"
"Deep Bay","DM5","1991-11-22","1","Bottom Water","0.4","0.061","2.1","105","8.3","7","7","0.049","0.018","0.021","8.3","1.2","32.5","0.8","0.66","12","21.5","0.13","0.4","0.47","0.13","14","0.004","2"
"Eastern Buffer","EM1","1991-01-07","1","Surface Water","0.7","0.086","0.5","100","7.8","1200","1500","0.024","0.014","0.021","8.2","<0.2","32.5","2.4","0.95","2","17.6","0.12","0.21","0.25","0.06","5.2","0.003","1.5"
"Eastern Buffer","EM1","1991-01-07","1","Middle Water","0.6","0.088","0.3","97","7.6","700","810","0.023","0.015","0.021","8.2","<0.2","32.5","2.4","0.9","3","17.6","0.13","0.23","0.27","0.06","6.3","0.004","2.5"
"Eastern Buffer","EM1","1991-01-07","1","Bottom Water","0.6","0.092","<0.2","145","11.3","900","900","0.029","0.014","0.021","8.2","0.9","32.5","2.4","0.9","11","17.2","0.14","0.23","0.27","0.06","5.2","0.003","<0.5"
"Eastern Buffer","EM1","1991-02-08","1","Surface Water","1.4","0.25","1.1","85","7.4","90","90","0.081","0.018","0.053","8.1","<0.2","31.9","3.2","1.2","2.5","17.5","0.35","0.8","0.9","0.07","2","0.008","1.5"
"Eastern Buffer","EM1","1991-02-08","1","Middle Water","1.1","0.2","0.5","87","7.6","50","50","0.17","0.016","0.03","8.1","<0.2","32.1","3.2","1.1","2","17.2","0.39","0.48","0.67","0.04","2","0.006","1.5"
"Eastern Buffer","EM1","1991-02-08","1","Bottom Water","0.6","0.2","0.5","88","7.7","10","10","0.07","0.017","0.026","8.2","<0.2","32","3.2","1.1","2.5","17.2","0.29","0.44","0.53","0.05","1.9","0.008","2"
"Eastern Buffer","EM1","1991-03-05","1","Surface Water","0.5","0.17","0.5","91","7.3","110","140","0.069","0.031","0.051","8","<0.2","31.7","3.5","0.79","5","16","0.27","1.2","1.3","0.06","3.1","0.004","4.5"
"Eastern Buffer","EM1","1991-03-05","1","Middle Water","0.8","0.14","0.3","95","7.7","2000","2700","0.067","0.013","0.041","8","<0.2","31.9","3.5","0.74","2","15.9","0.22","1.4","1.48","0.06","2.6","0.003","1.5"
"Eastern Buffer","EM1","1991-03-05","1","Bottom Water","0.6","0.11","0.3","119","9.7","2100","2500","0.055","0.011","0.03","8.1","0.7","32.2","3.5","0.71","9.5","15.7","0.18","1.1","1.17","0.05","4.3","0.003","9"
"Eastern Buffer","EM1","1991-04-09","1","Surface Water","1.1","0.17","3.5","79","6.4","4800","6300","0.035","0.007","0.044","8","0.8","33.1","3.2","0.64","1","19.8","0.21","0.49","0.53","0.07","1.5","0.005","0.5"
"Eastern Buffer","EM1","1991-04-09","1","Middle Water","0.7","0.13","1.9","79","6.5","2200","3600","0.028","0.005","0.029","8","1.1","33.1","3.2","0.6","1","19.7","0.16","0.41","0.44","0.06","1.1","0.004","0.5"
"Eastern Buffer","EM1","1991-04-09","1","Bottom Water","0.5","0.1","1.3","80","6.6","1200","1800","0.025","0.005","0.026","8","0.7","33.2","3.2","0.63","1.5","19.6","0.13","0.56","0.59","0.07","3.5","0.003","<0.5"
"Eastern Buffer","EM1","1991-05-06","1","Surface Water","0.7","0.084","0.3","83","6.4","100","130","0.012","0.003","0.023","8","1.5","33.5","2.4","0.4","3","22.7","0.1","0.46","0.48","0.04","4.5","0.003","0.5"
"Eastern Buffer","EM1","1991-05-06","1","Middle Water","0.5","0.122","0.5","76","5.8","1000","1100","0.015","0.004","0.022","8","0.8","33.4","2.4","0.41","2","22.3","0.14","0.44","0.46","0.05","4.3","0.004","1"
"Eastern Buffer","EM1","1991-05-06","1","Bottom Water","0.4","0.12","<0.2","76","5.9","1500","1800","0.018","0.004","0.018","8","1.9","33.4","2.4","0.42","5.5","22.2","0.14","0.58","0.6","0.05","5","0.004","1.5"
"Eastern Buffer","EM1","1991-06-03","1","Surface Water","2.2","0.195","1.9","93","6.3","1800","1800","0.024","0.005","0.037","8.2","6","31.9","3","0.16","2","25.6","0.22","0.56","0.59","0.07","1.3","0.014","1"
"Eastern Buffer","EM1","1991-06-03","1","Middle Water","1","0.123","<0.2","71","5.1","1200","2200","0.015","0.006","0.023","8.2","2.6","33.2","3","0.34","8.5","23.1","0.14","0.51","0.53","0.06","1.8","0.007","4"
"Eastern Buffer","EM1","1991-06-03","1","Bottom Water","0.8","0.09","0.3","68","5","1000","1300","0.054","0.015","0.02","8.1","1.8","33.9","3","0.84","6.5","22.1","0.16","0.5","0.57","0.13","4.3","0.004","1.5"
"Eastern Buffer","EM1","1991-07-05","1","Surface Water","1.1","0.16","1.1","94","6.5","2000","2800","0.268","0.045","0.031","8.2","5.7","27","1.8","0.49","3","25.1","0.47","0.33","0.64","0.11","2.9","0.012","1"
"Eastern Buffer","EM1","1991-07-05","1","Middle Water","0.7","0.144","<0.2","62","4.5","1300","1400","0.158","0.051","0.026","8.2","2.4","32.3","1.8","0.47","3","21.9","0.35","0.25","0.46","0.13","2.6","0.007","1"
"Eastern Buffer","EM1","1991-07-05","1","Bottom Water","0.4","0.069","0.3","66","4.9","1100","1200","0.109","0.019","0.02","8.1","1.6","34.1","1.8","0.79","5.5","20.6","0.2","0.25","0.38","0.11","6.1","0.003","1"
"Eastern Buffer","EM1","1991-08-05","1","Surface Water","3","0.142","4.5","109","7.7","1800","2500","0.092","0.028","0.023","8.4","8.5","29","1.6","0.15","3","24.2","0.26","0.4","0.52","0.04","3.3","0.013","1.5"
"Eastern Buffer","EM1","1991-08-05","1","Middle Water","1.6","0.166","2.8","56","4.2","2400","3200","0.093","0.028","0.021","8.3","7.6","31.5","1.6","0.15","4","21.7","0.29","0.75","0.87","0.06","3","0.011","1.5"
"Eastern Buffer","EM1","1991-08-05","1","Bottom Water","2.9","0.254","7.2","47","3.6","3500","4600","0.152","0.03","0.03","8.4","12","33.5","1.6","0.31","5","19.7","0.44","0.3","0.48","0.38","4","0.017","1"
"Eastern Buffer","EM1","1991-09-10","1","Surface Water","0.2","0.235","0.8","51","3.5","6800","6800","0.141","0.165","0.058","8.1","0.3","31.6","2","1.2","6.5","24.6","0.54","0.39","0.7","0.19","4.8","0.012","1"
"Eastern Buffer","EM1","1991-09-10","1","Middle Water","0.3","0.189","0.8","51","3.6","6800","6800","0.131","0.125","0.047","8.1","<0.2","32","2","1.1","10","24.2","0.45","0.43","0.69","0.23","9","0.009","1.5"
"Eastern Buffer","EM1","1991-09-10","1","Bottom Water","0.2","0.077","0.5","54","3.8","1600","1900","0.169","0.146","0.044","8.1","<0.2","32.1","2","1.1","10","24.2","0.39","0.24","0.56","0.21","6.9","0.004","1"
"Eastern Buffer","EM1","1991-10-07","1","Surface Water","0.6","0.351","<0.2","67","4.6","1900","2400","0.054","0.048","0.055","7.9","0.4","32.5","1.6","1.04","3.5","25.4","0.45","0.62","0.72","0.22","3.8","0.013","1"
"Eastern Buffer","EM1","1991-10-07","1","Middle Water","0.5","0.372","0.8","75","5.2","2400","2700","0.045","0.049","0.053","7.8","<0.2","32.7","1.6","0.98","2","25.2","0.47","0.83","0.92","0.24","3","0.011","1"
"Eastern Buffer","EM1","1991-10-07","1","Bottom Water","0.4","0.22","<0.2","78","5.4","510","560","0.032","0.036","0.036","7.9","0.7","32.8","1.6","0.91","9.5","25.2","0.29","0.53","0.6","0.2","6.5","0.008","1.5"
"Eastern Buffer","EM1","1991-11-04","1","Surface Water","0.7","0.453","3.2","63","4.7","6800","6800","0.08","0.025","0.063","7.9","2","32.5","1.2","1.4","8","23.9","0.56","0.72","0.83","0.29","2.4","0.013","1.5"
"Eastern Buffer","EM1","1991-11-04","1","Middle Water","0.5","0.45","2.7","55","4.1","6800","6800","0.075","0.025","0.064","7.9","1.8","32.7","1.2","1.4","9","23.8","0.55","0.81","0.91","0.39","7.9","0.016","1.5"
"Eastern Buffer","EM1","1991-11-04","1","Bottom Water","0.3","0.364","2.1","55","4.1","2500","2700","0.075","0.024","0.055","8","2","32.7","1.2","1.4","14","23.8","0.46","0.68","0.78","0.21","3.4","0.013","2"
"Eastern Buffer","EM1","1991-12-03","1","Surface Water","0.7","0.235","0.2","100","8","4400","4700","0.112","0.027","0.047","8","0.3","31.2","1.4","1.5","4.5","21","0.37","0.68","0.82","0.44","3.2","0.008","1"
"Eastern Buffer","EM1","1991-12-03","1","Middle Water","0.9","0.201","<0.2","81","6.5","500","600","0.116","0.026","0.043","8","0.5","31.5","1.4","2.6","4","20.8","0.34","0.38","0.52","0.09","3","0.007","1"
"Eastern Buffer","EM1","1991-12-03","1","Bottom Water","1","0.164","0.2","79","6.3","1200","1200","0.113","0.026","0.038","8.1","0.5","31.5","1.4","1.4","8","20.7","0.3","0.35","0.49","0.1","6.5","0.006","1.5"
"Eastern Buffer","EM2","1991-01-07","1","Surface Water","0.6","0.11","0.3","95","7.4","1000","1300","0.032","0.014","0.024","8.2","<0.2","32.5","2.6","0.92","3","17.7","0.16","0.28","0.33","0.06","3.8","0.004","1"
"Eastern Buffer","EM2","1991-01-07","1","Middle Water","0.6","0.078","1","100","7.8","570","640","0.023","0.014","0.022","8.2","<0.2","32.5","2.6","0.9","18","17.7","0.12","0.21","0.25","0.05","5.8","0.003","4"
"Eastern Buffer","EM2","1991-01-07","1","Bottom Water","0.8","0.05","0.3","94","7.4","950","1100","0.016","0.015","0.015","8.2","0.5","32.5","2.6","0.88","9.5","17.7","0.08","0.26","0.29","0.04","5.1","0.002","4.5"
"Eastern Buffer","EM2","1991-02-08","1","Surface Water","1.5","0.18","0.3","96","8.5","10","10","0.13","0.015","0.018","8.2","0.3","31.3","3.2","1.1","2.5","17.1","0.33","0.39","0.54","0.04","1.5","0.007","1.5"
"Eastern Buffer","EM2","1991-02-08","1","Middle Water","1.2","0.17","<0.2","91","8","10","10","0.091","0.018","0.018","8.2","0.6","32","3.2","1","2","17.1","0.28","0.53","0.64","0.04","1.5","0.007","4"
