"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","2002-10-10","1","Surface Water","2.7","2.7","2.2","55","4.2","2300","4100","0.97","0.5","0.22","7.7","2","19","0.2","7.2","30","23.6","4.17","3.6","5.07","0.3","43.6","0.054","3.7"
"Deep Bay","DM2","2002-11-22","1","Surface Water","3","3","<0.2","54","4.2","4100","5300","0.36","0.19","0.35","7.4","3.2","24","0.5","4.2","54","20.8","3.55","3.3","3.85","0.42","60.6","0.025","5.8"
"Deep Bay","DM2","2002-12-19","1","Surface Water","2.1","3.6","3.1","57","4.4","1900","2400","0.23","0.16","0.46","7.6","2.6","25.9","0.2","4.3","20","21","3.99","4.6","4.99","0.55","29.2","0.05","3.5"
"Deep Bay","DM3","2002-01-15","1","Surface Water","6.5","1.1","7.6","105","8.5","600","800","0.56","0.18","0.11","8.2","8.3","24.4","0.5","1.4","14","18.9","1.84","2","2.74","0.23","25.5","0.047","3.2"
"Deep Bay","DM3","2002-02-15","1","Surface Water","1.5","0.54","0.8","97","7.7","4","10","0.48","0.084","0.046","7.9","2.3","27.7","0.5","1.9","12","18.4","1.1","0.66","1.22","0.09","24.1","0.011","1.4"
"Deep Bay","DM3","2002-03-15","1","Surface Water","1.6","0.42","3","73","5.5","290","360","0.46","0.079","0.016","7.9","2.3","26.1","1","2.1","12","21.2","0.96","0.58","1.12","0.07","20.6","0.013","2.1"
"Deep Bay","DM3","2002-04-17","1","Surface Water","1.5","0.37","6.9","87","6.3","17","30","0.79","0.1","0.06","7.8","0.3","23.1","1","2.3","6.1","24.4","1.26","0.59","1.48","0.08","12.6","0.012","0.9"
"Deep Bay","DM3","2002-05-17","1","Surface Water","1.9","0.45","2.3","76","5.5","280","740","1.1","0.37","0.12","7.6","1.5","17.7","0.5","3.8","7.8","26.7","1.92","0.83","2.3","0.16","16.2","0.011","1.8"
"Deep Bay","DM3","2002-06-13","1","Surface Water","1.2","0.28","2.9","71","5.1","110","140","1.4","0.19","0.055","8","1.2","15.7","1","3.3","7.7","27.9","1.87","0.53","2.12","0.09","14.9","0.016","0.6"
"Deep Bay","DM3","2002-07-12","1","Surface Water","1.5","0.45","12","78","5.5","27","88","0.64","0.12","0.073","7.5","4.5","17.8","1","3.6","6.8","28.9","1.21","0.74","1.5","0.12","10","0.011","2.2"
"Deep Bay","DM3","2002-08-14","1","Surface Water","1.3","0.51","4.3","63","4.6","240","630","0.83","0.25","0.09","7.7","1.3","11.9","1","6.5","13","28","1.59","0.9","1.98","0.13","17","0.018","2.1"
"Deep Bay","DM3","2002-09-12","1","Surface Water","3.1","0.73","0.6","64","4.6","270","650","0.45","0.26","0.13","7.6","9.4","22.5","0.5","4.4","120","25.7","1.44","1.1","1.81","0.27","100","0.014","11"
"Deep Bay","DM3","2002-10-10","1","Surface Water","1.5","1.1","0.9","67","4.9","150","340","0.77","0.36","0.13","7.9","0.8","24.4","0.5","4.3","36","23.5","2.23","1.3","2.43","0.2","56.8","0.036","3.7"
"Deep Bay","DM3","2002-11-22","1","Surface Water","1.8","1","0.9","82","6.1","67","110","0.3","0.14","0.073","7.7","<0.2","27.8","0.5","2.4","43","21.5","1.44","1.1","1.54","0.2","29","0.017","4.4"
"Deep Bay","DM3","2002-12-19","1","Surface Water","1.2","0.5","2.5","99","7.4","89","150","0.3","0.094","0.072","8","1.1","29.5","0.5","2.2","10","20.9","0.89","0.68","1.07","0.1","18.9","0.017","2"
"Deep Bay","DM4","2002-01-15","1","Surface Water","1.2","0.37","1.5","71","5.7","560","850","0.55","0.094","0.025","7.7","<0.2","25.4","1","3.2","14","18.4","1.01","0.47","1.11","0.05","23.8","0.006","1.5"
"Deep Bay","DM4","2002-01-15","1","Bottom Water","1.4","0.37","0.5","79","6.4","800","1200","0.53","0.093","0.03","7.8","0.2","25.5","1","3","12","18.2","0.99","0.5","1.12","0.06","21.7","0.006","1.5"
"Deep Bay","DM4","2002-02-15","1","Surface Water","1.4","0.44","1","95","7.6","720","800","0.38","0.063","0.038","7.9","0.9","27.7","1","2.1","13","18.2","0.88","0.6","1.04","0.06","23.6","0.009","1.6"
"Deep Bay","DM4","2002-02-15","1","Bottom Water","1.4","0.46","0.5","95","7.6","840","970","0.34","0.062","0.022","7.9","1.2","27.8","1","2","14","18.1","0.86","0.69","1.09","0.08","26.7","0.009","2"
"Deep Bay","DM4","2002-03-15","1","Surface Water","1.1","0.32","3.8","73","5.5","580","960","0.43","0.059","0.024","7.9","1.6","25.9","1","1.9","20","21","0.81","0.47","0.96","0.07","22.6","0.009","2.6"
"Deep Bay","DM4","2002-03-15","1","Bottom Water","0.9","0.32","1.7","81","6.2","790","1000","0.42","0.068","0.038","7.9","2.2","26.2","1","1.9","24","20.8","0.81","0.46","0.95","0.08","31.5","0.009","2.9"
"Deep Bay","DM4","2002-04-17","1","Surface Water","1.1","0.33","3","89","6.5","39","80","0.82","0.1","0.04","7.8","0.4","24.9","1.5","2.5","3.5","23.9","1.25","0.52","1.44","0.07","10.7","0.01","0.7"
"Deep Bay","DM4","2002-04-17","1","Bottom Water","0.8","0.39","2.9","87","6.3","150","290","0.6","0.085","0.052","7.8","0.5","25.3","1.5","1.8","4.7","24","1.08","0.53","1.22","0.08","11.6","0.012","0.9"
"Deep Bay","DM4","2002-05-17","1","Surface Water","2","0.31","1.9","82","6","470","1100","1.2","0.28","0.086","7.5","1.3","16","1.5","4.1","4.6","26.6","1.79","0.62","2.1","0.13","12.4","0.006","1.2"
"Deep Bay","DM4","2002-05-17","1","Bottom Water","1.8","0.32","1.2","83","5.9","600","1300","1.1","0.36","0.092","7.4","0.6","22.1","1.5","3.3","4.6","26.9","1.78","0.55","2.01","0.12","43.5","0.004","1.6"
"Deep Bay","DM4","2002-06-13","1","Surface Water","1.4","0.058","1.6","77","5.5","73","120","1.3","0.15","0.02","8","1","16.8","1.5","3.6","6.1","27.8","1.51","0.24","1.69","0.04","14.9","0.003","0.6"
"Deep Bay","DM4","2002-06-13","1","Bottom Water","0.9","0.098","1.3","75","5.3","200","310","1.1","0.12","0.026","7.9","0.9","18","1.5","2.8","12","27.8","1.32","0.29","1.51","0.06","21.1","0.005","1"
"Deep Bay","DM4","2002-07-12","1","Surface Water","1","0.22","4","75","5.3","6","41","0.7","0.09","0.034","7.6","2.2","18.2","1","4","6.1","28.3","1.01","0.41","1.2","0.07","9.3","0.006","1.5"
"Deep Bay","DM4","2002-07-12","1","Bottom Water","1.1","0.39","5.4","77","5.4","170","350","0.54","0.1","0.069","7.6","4.1","21.5","1","3.3","21","27.2","1.03","0.61","1.25","0.1","10.9","0.008","3.2"
"Deep Bay","DM4","2002-08-14","1","Surface Water","1.2","0.41","5","67","4.9","150","640","0.87","0.22","0.054","7.8","2.3","10.9","1.5","6.2","6.5","28.2","1.5","0.76","1.85","0.1","11.5","0.018","1.2"
"Deep Bay","DM4","2002-08-14","1","Bottom Water","1.4","0.56","6.9","66","4.8","270","1100","0.75","0.24","0.073","7.7","2","14.5","1.5","5.3","7","27.6","1.55","0.89","1.88","0.11","12","0.019","1.4"
"Deep Bay","DM4","2002-09-12","1","Surface Water","1.2","0.17","0.9","72","5.2","940","1400","0.53","0.25","0.045","7.5","2.7","21","1","4.2","27","25.7","0.95","0.37","1.15","0.09","21.6","0.003","3"
"Deep Bay","DM4","2002-09-12","1","Bottom Water","1.4","0.22","1.4","72","5.1","720","1200","0.5","0.23","0.05","7.5","2.9","23.7","1","4.1","53","25.7","0.95","0.47","1.2","0.12","75.8","0.003","4.9"
"Deep Bay","DM4","2002-10-10","1","Surface Water","1.1","0.083","0.9","80","5.8","180","310","0.81","0.24","0.034","8.1","<0.2","24.4","0.5","3.4","11","24.9","1.13","0.21","1.26","0.07","23.7","0.004","1.2"
"Deep Bay","DM4","2002-10-10","1","Bottom Water","1.1","0.24","0.5","79","5.6","470","830","0.66","0.22","0.042","8","0.2","26.5","0.5","2.9","29","24.4","1.12","0.48","1.36","0.09","26.4","0.012","3"
"Deep Bay","DM4","2002-11-22","1","Surface Water","1.1","0.27","1.2","89","6.5","360","590","0.19","0.069","0.042","7.8","<0.2","30.5","1","1.5","13","22","0.53","0.34","0.6","0.06","20.6","0.006","1.4"
"Deep Bay","DM4","2002-11-22","1","Bottom Water","0.8","0.25","1","92","6.7","330","610","0.18","0.064","0.04","7.8","<0.2","30.8","1","1.4","19","22","0.49","0.38","0.62","0.07","28","0.006","1.9"
"Deep Bay","DM4","2002-12-19","1","Surface Water","1.1","0.37","2.2","99","7.5","300","400","0.33","0.09","0.052","8.1","1","28.3","1.5","2.4","12","20.4","0.79","0.53","0.95","0.08","18.4","0.014","1.9"
"Deep Bay","DM4","2002-12-19","1","Bottom Water","0.9","0.43","2.5","99","7.5","400","610","0.33","0.089","0.064","8","0.3","29.3","1.5","2.2","14","20.4","0.85","0.57","0.99","0.08","23.5","0.015","2.1"
"Deep Bay","DM5","2002-01-15","1","Surface Water","2.4","0.35","2.4","95","7.5","410","520","0.42","0.083","0.007","7.9","1.1","27.2","1","2.1","6.4","18.5","0.85","0.53","1.03","0.06","16.6","0.007","1.2"
"Deep Bay","DM5","2002-01-15","1","Middle Water","1.3","0.27","0.4","97","7.7","590","1000","0.39","0.079","0.01","7.9","0.8","27.9","1","2","7.2","18.3","0.74","0.38","0.85","0.05","16.6","0.006","1.2"
"Deep Bay","DM5","2002-01-15","1","Bottom Water","1.4","0.26","1.4","90","7.2","550","1000","0.37","0.074","0.02","7.9","<0.2","28.6","1","1.9","7.7","18.2","0.7","0.39","0.83","0.03","17.7","0.005","1"
"Deep Bay","DM5","2002-02-15","1","Surface Water","1.7","0.42","1.9","92","7.3","310","430","0.31","0.054","0.033","7.8","1.2","28.8","1.5","1.7","6.1","18.1","0.78","0.52","0.88","0.05","18.8","0.008","0.9"
"Deep Bay","DM5","2002-02-15","1","Middle Water","1.5","0.42","1.2","91","7.2","2300","3000","0.29","0.048","0.03","7.8","0.6","30.1","1.5","1.6","7.6","17.9","0.76","0.47","0.81","0.05","17.9","0.008","1"
"Deep Bay","DM5","2002-02-15","1","Bottom Water","1.3","0.35","1","94","7.4","1000","1300","0.22","0.043","0.031","7.9","0.6","30.7","1.5","1.4","6.9","17.9","0.61","0.44","0.7","0.05","33.8","0.007","0.9"
"Deep Bay","DM5","2002-03-15","1","Surface Water","1.4","0.36","4.2","79","6","460","740","0.33","0.058","0.029","8","1.8","27.8","1.5","1.5","6.6","21","0.75","0.49","0.88","0.07","13.6","0.012","1.1"
"Deep Bay","DM5","2002-03-15","1","Middle Water","0.9","0.2","2.1","87","6.6","590","980","0.22","0.035","0.016","8","1","30.5","1.5","1.1","15","20.5","0.46","0.29","0.55","0.05","20.6","0.007","2.8"
"Deep Bay","DM5","2002-03-15","1","Bottom Water","1.2","0.2","2.7","89","6.7","580","850","0.22","0.032","0.02","8","1","30.6","1.5","1","22","20.5","0.45","0.31","0.56","0.05","30.4","0.007","2.5"
"Deep Bay","DM5","2002-04-17","1","Surface Water","1","0.22","3.5","79","5.7","100","150","0.58","0.064","0.032","7.1","0.6","24.9","2","1.5","2.9","23.9","0.86","0.39","1.03","0.05","9","0.001","0.6"
"Deep Bay","DM5","2002-04-17","1","Middle Water","1","0.21","4.6","85","6.1","220","410","0.45","0.053","0.03","7.3","0.8","28","2","1","1.8","23.5","0.71","0.32","0.82","0.04","7.8","0.002","<0.5"
"Deep Bay","DM5","2002-04-17","1","Bottom Water","1","0.18","3.7","88","6.3","700","2200","0.38","0.044","0.03","7.3","2.4","28.7","2","0.85","8.1","23.4","0.6","0.29","0.71","0.04","14.6","0.002","0.9"
"Deep Bay","DM5","2002-05-17","1","Surface Water","1.8","0.092","1.6","82","5.9","250","580","1","0.22","0.051","7","1.2","19.1","2","3.7","3.6","26.9","1.31","0.24","1.46","0.06","12.1","0.001","0.9"
"Deep Bay","DM5","2002-05-17","1","Middle Water","1","0.095","<0.2","81","5.6","270","660","0.48","0.13","0.032","7","1","26.1","2","1.6","17","26.8","0.71","0.26","0.87","0.05","10.8","0.001","2.9"
"Deep Bay","DM5","2002-05-17","1","Bottom Water","1.5","0.084","0.7","80","5.5","690","1800","0.67","0.18","0.034","7.1","<0.2","27.9","2","2","2.6","26.7","0.93","0.26","1.11","0.06","23.8","0.001","0.7"
"Deep Bay","DM5","2002-06-13","1","Surface Water","1.3","0.1","1.7","73","5.1","93","110","1.1","0.12","0.025","7.7","1.1","23.6","2.5","2.8","8.1","27.5","1.32","0.28","1.5","0.05","16","0.003","0.8"
"Deep Bay","DM5","2002-06-13","1","Middle Water","0.5","0.11","1.4","73","5","390","670","0.63","0.062","0.017","7.7","0.6","23.5","2.5","1.6","7.7","27.5","0.8","0.22","0.91","0.03","15.3","0.003","<0.5"
"Deep Bay","DM5","2002-06-13","1","Bottom Water","0.4","0.11","1.7","71","4.9","370","810","0.59","0.057","0.012","7.7","0.5","24.6","2.5","1.5","11","27.4","0.76","0.26","0.91","0.03","46.2","0.003","1"
"Deep Bay","DM5","2002-07-12","1","Surface Water","0.5","0.066","3","74","5.2","11","18","0.82","0.066","0.029","7.8","0.6","15","1","5","5.7","28.8","0.95","0.35","1.24","0.06","8.7","0.003","1.6"
"Deep Bay","DM5","2002-07-12","1","Middle Water","1.1","0.13","6.2","80","5.7","10","49","0.69","0.079","0.026","7.7","2.4","18.1","1","4","5.9","27.8","0.9","0.35","1.12","0.05","8.9","0.004","1.4"
"Deep Bay","DM5","2002-07-12","1","Bottom Water","1.5","0.11","6.2","73","5.1","7","36","0.72","0.075","0.025","7.6","2.2","24.7","1","4.1","5.7","26.3","0.91","0.33","1.13","0.05","16.4","0.002","1.6"
"Deep Bay","DM5","2002-08-14","1","Surface Water","1","0.22","2","50","3.6","2000","3300","0.81","0.15","0.033","7.7","0.8","15.4","2","5.7","8.6","26.9","1.18","0.45","1.41","0.06","12.2","0.007","1.3"
"Deep Bay","DM5","2002-08-14","1","Middle Water","0.7","0.15","1.7","50","3.6","1300","3000","0.56","0.12","0.027","7.6","0.5","21.1","2","4.2","7.1","26.2","0.83","0.35","1.03","0.05","9.9","0.003","1.1"
"Deep Bay","DM5","2002-08-14","1","Bottom Water","0.7","0.18","1.3","50","3.5","1800","8100","0.63","0.13","0.028","7.5","1.5","25.1","2","4.7","7.6","25.5","0.94","0.36","1.12","0.05","91.2","0.003","1.2"
"Deep Bay","DM5","2002-09-12","1","Surface Water","1.3","0.065","0.7","67","4.8","470","760","0.52","0.23","0.037","7.3","1.6","23.2","1","4","17","25.7","0.82","0.27","1.02","0.07","19.7","0.001","1.9"
"Deep Bay","DM5","2002-09-12","1","Middle Water","1.2","0.19","0.7","68","4.8","730","1300","0.37","0.14","0.039","7.3","1","24.9","1","3.2","18","25.6","0.7","0.35","0.86","0.07","19.7","0.002","2.4"
"Deep Bay","DM5","2002-09-12","1","Bottom Water","1","0.17","1","67","4.7","1000","2000","0.42","0.16","0.039","7.3","0.8","26.6","1","3.5","18","25.5","0.75","0.32","0.9","0.07","47.5","0.002","2.6"
"Deep Bay","DM5","2002-10-10","1","Surface Water","1.1","0.13","1.5","76","5.3","700","1700","0.47","0.16","0.032","8.2","<0.2","27.9","1.5","2.3","8.8","24.9","0.76","0.23","0.86","0.06","17.1","0.008","1.1"
"Deep Bay","DM5","2002-10-10","1","Middle Water","1","0.094","0.7","83","5.7","1000","2700","0.35","0.13","0.022","8.2","<0.2","29.9","1.5","1.9","17","25","0.57","0.33","0.81","0.05","30.7","0.006","1.7"
"Deep Bay","DM5","2002-10-10","1","Bottom Water","1","0.09","0.6","84","5.8","1000","3500","0.35","0.12","0.024","8.2","<0.2","30","1.5","1.8","36","25","0.56","0.24","0.71","0.07","62.6","0.006","3.4"
"Deep Bay","DM5","2002-11-22","1","Surface Water","1","0.24","1.3","92","6.7","680","1200","0.15","0.063","0.038","7.9","<0.2","31.2","2","1.3","5.7","22.2","0.45","0.31","0.52","0.05","14.7","0.006","0.8"
"Deep Bay","DM5","2002-11-22","1","Middle Water","1.1","0.16","1.3","97","7","1800","3400","0.12","0.052","0.027","7.9","<0.2","32.1","2","1.1","11","22.4","0.33","0.29","0.46","0.05","17.1","0.004","1.6"
"Deep Bay","DM5","2002-11-22","1","Bottom Water","0.6","0.1","1.2","97","6.9","1200","3200","0.1","0.046","0.021","7.9","<0.2","32.3","2","0.92","31","22.5","0.25","0.24","0.39","0.05","35.9","0.003","3.2"
"Deep Bay","DM5","2002-12-19","1","Surface Water","1.4","0.31","2.4","106","8","100","290","0.32","0.084","0.046","8.1","1.2","29.2","2","2.4","9","20.5","0.71","0.48","0.88","0.07","15.6","0.012","2"
"Deep Bay","DM5","2002-12-19","1","Middle Water","1.3","0.3","2.1","106","7.9","280","750","0.26","0.075","0.042","8.1","0.6","32.3","2","2","6.8","20.2","0.64","0.45","0.79","0.06","15.8","0.011","1.8"
"Deep Bay","DM5","2002-12-19","1","Bottom Water","1","0.19","1.7","107","8","780","2000","0.14","0.06","0.031","8.1","<0.2","32.9","2","1.3","7.5","20.2","0.39","0.35","0.55","0.05","20.3","0.007","1.2"
"Eastern Buffer","EM1","2002-01-02","1","Surface Water","0.7","0.1","1","95","7.5","82","110","0.075","0.025","0.017","8.1","<0.2","33","2.5","0.8","2.3","17.4","0.2","0.17","0.27","0.02","12.8","0.003","<0.5"
"Eastern Buffer","EM1","2002-01-02","1","Middle Water","0.7","0.1","1.3","99","7.7","80","160","0.073","0.024","0.015","8.1","<0.2","33","2.5","0.74","3.6","17.4","0.2","0.18","0.28","0.03","13.4","0.003","0.7"
"Eastern Buffer","EM1","2002-01-02","1","Bottom Water","0.7","0.09","0.2","101","7.9","90","120","0.071","0.024","0.016","8.1","1.4","33.1","2.5","0.78","4.6","17.5","0.19","0.15","0.25","<0.02","19.8","0.003","0.7"
"Eastern Buffer","EM1","2002-02-18","1","Surface Water","1.9","0.07","4.1","102","8","39","51","0.041","0.006","0.008","8","0.3","33","2","0.51","1.5","17.6","0.12","0.15","0.2","0.02","15.6","0.002","<0.5"
"Eastern Buffer","EM1","2002-02-18","1","Middle Water","1.7","0.07","3.5","101","7.9","46","61","0.034","0.006","0.019","8","1","33","2","0.51","1.9","17.5","0.11","0.19","0.23","0.02","15.4","0.002","<0.5"
"Eastern Buffer","EM1","2002-02-18","1","Bottom Water","1.6","0.058","3.2","100","7.8","50","65","0.03","0.006","0.011","8","0.6","33","2","0.5","3.9","17.5","0.09","0.17","0.21","<0.02","15.7","0.002","0.6"
"Eastern Buffer","EM1","2002-03-18","1","Surface Water","0.2","0.14","1.4","89","6.5","260","430","0.038","0.007","0.013","8","<0.2","33.6","2.5","0.59","2.3","20.9","0.19","0.22","0.27","0.02","6.5","0.005","<0.5"
"Eastern Buffer","EM1","2002-03-18","1","Middle Water","0.5","0.11","1.3","89","6.5","270","310","0.026","0.005","0.019","8.1","<0.2","33.7","2.5","0.57","2.4","20.9","0.14","0.18","0.21","0.02","6.2","0.004","0.5"
"Eastern Buffer","EM1","2002-03-18","1","Bottom Water","0.4","0.049","0.9","93","6.8","51","93","0.013","0.003","0.016","8.1","<0.2","33.8","2.5","0.49","4.7","20.9","0.07","0.12","0.14","<0.02","8","0.002","0.8"
"Eastern Buffer","EM1","2002-04-15","1","Surface Water","0.7","0.12","1.8","89","6.3","180","350","0.047","0.013","0.017","8.1","<0.2","33","2.5","0.25","1.5","23","0.18","0.25","0.31","0.04","5.7","0.006","0.6"
"Eastern Buffer","EM1","2002-04-15","1","Middle Water","0.5","0.075","1.3","93","6.6","100","260","0.031","0.009","0.017","8.2","0.8","33.4","2.5","0.26","2.1","22.8","0.12","0.16","0.2","<0.02","5.9","0.004","0.8"
"Eastern Buffer","EM1","2002-04-15","1","Bottom Water","1.1","0.026","2.8","96","6.8","20","41","0.005","0.003","0.015","8.2","<0.2","33.7","2.5","0.21","3.9","22.6","0.03","0.06","0.07","<0.02","7.3","0.001","0.6"
"Eastern Buffer","EM1","2002-05-15","1","Surface Water","0.5","0.21","1.1","68","4.5","2400","3700","0.07","0.015","0.025","7.9","<0.2","32.8","2.5","0.79","5.3","27","0.3","0.36","0.45","0.05","8.6","0.008","1.1"
"Eastern Buffer","EM1","2002-05-15","1","Middle Water","0.3","0.18","1","70","4.6","1400","2900","0.053","0.012","0.02","7.9","<0.2","33.2","2.5","0.7","6.8","26.8","0.25","0.36","0.43","0.04","9.6","0.007","1.3"
"Eastern Buffer","EM1","2002-05-15","1","Bottom Water","0.3","0.06","0.8","77","5.1","200","560","0.022","<0.002","0.02","8","0.5","33.8","2.5","0.64","14","26.8","0.08","0.2","0.22","0.03","15.9","0.003","2.2"
"Eastern Buffer","EM1","2002-06-17","1","Surface Water","1.8","0.026","2.1","75","5.1","1700","3800","0.16","0.043","0.008","7.8","0.2","28.7","1.5","0.86","3.5","27.2","0.23","0.09","0.29","0.03","8.4","0.001","1.4"
"Eastern Buffer","EM1","2002-06-17","1","Middle Water","0.6","0.018","2.8","66","4.6","150","570","0.15","0.043","0.005","7.8","<0.2","33.4","1.5","0.74","5.9","24.4","0.21","0.14","0.33","<0.02","10.7","0.001","1.3"
"Eastern Buffer","EM1","2002-06-17","1","Bottom Water","0.5","0.061","8.9","66","4.6","110","310","0.56","0.088","0.003","7.8","2","34","1.5","1.5","6","23.7","0.71","0.29","0.94","0.04","10.4","0.002","1.1"
