"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM3","1999-11-10","1","Surface Water","0.8","0.61","3.4","93","6.6","31","36","0.42","0.19","0.14","7.7","1.9","28.2","0.5","2.3","12","24.3","1.22","0.8","1.41","0.16","7.7","0.014","1.5"
"Deep Bay","DM3","1999-12-09","1","Surface Water","1.3","0.8","3.2","97","7.8","10","18","0.3","0.11","0.13","7.9","4.2","28.9","1","1.6","21","17.8","1.21","1","1.41","0.17","12","0.017","2.2"
"Deep Bay","DM4","1999-01-06","1","Surface Water","1.1","0.29","1.8","89","7","300","430","0.39","0.051","0.041","7.7","0.8","26.7","1.8","1.8","18","19","0.73","0.89","1.33","0.24","9.1","0.005","2.4"
"Deep Bay","DM4","1999-01-06","1","Bottom Water","0.8","0.31","1.9","88","6.9","250","300","0.37","0.053","0.048","7.7","0.4","27.4","1.8","1.7","18","19","0.73","0.49","0.91","0.07","7.7","0.005","2.1"
"Deep Bay","DM4","1999-02-05","1","Surface Water","0.5","0.34","1.3","96","7.6","100","120","0.21","0.03","0.043","8","0.3","29.3","1","1.2","8.7","18.1","0.58","0.39","0.63","0.06","7.5","0.009","1.7"
"Deep Bay","DM4","1999-02-05","1","Bottom Water","0.6","0.32","1.2","94","7.4","240","300","0.2","0.028","0.048","8","<0.2","29.6","1","1.2","13","18","0.55","0.45","0.68","0.07","9.1","0.008","1.6"
"Deep Bay","DM4","1999-03-08","1","Surface Water","1.9","0.35","1.6","88","6.5","12","37","0.21","0.023","0.042","8","<0.2","29","2","1.1","2.6","22","0.58","0.5","0.73","0.06","2.6","0.014","1.1"
"Deep Bay","DM4","1999-03-08","1","Bottom Water","1.3","0.23","1.4","101","7.4","40","110","0.18","0.019","0.034","8","<0.2","29.4","2","0.94","15","22","0.43","0.48","0.68","0.06","3.8","0.009","1.7"
"Deep Bay","DM4","1999-04-08","1","Surface Water","1.4","0.8","4.2","71","5.2","17","22","0.37","0.096","0.13","7.9","3.4","29.5","1.5","1.8","2.6","22.4","1.27","0.93","1.4","0.14","3.7","0.022","0.8"
"Deep Bay","DM4","1999-04-08","1","Bottom Water","0.9","0.35","2.3","71","5.2","120","300","0.22","0.041","0.063","7.9","<0.2","31","1.5","1.5","8","22.2","0.61","0.53","0.79","0.07","4.1","0.01","1.4"
"Deep Bay","DM4","1999-05-07","1","Surface Water","0.8","0.2","2.3","79","5.7","36","110","0.42","0.078","0.033","8","<0.2","27","1.5","1.4","4.8","24.2","0.7","0.37","0.87","0.05","5","0.008","0.7"
"Deep Bay","DM4","1999-05-07","1","Bottom Water","0.7","0.23","2.2","75","5.3","280","430","0.42","0.072","0.054","8","<0.2","28.3","1.5","1.3","5.3","24.5","0.72","0.39","0.88","0.07","9.9","0.009","0.6"
"Deep Bay","DM4","1999-06-04","1","Surface Water","2","0.036","11","107","7.6","53","77","0.92","0.093","0.031","8.2","2.5","15.6","1","5.4","7.8","28.7","1.05","0.4","1.41","0.07","6.1","0.004","2.1"
"Deep Bay","DM4","1999-06-04","1","Bottom Water","1.3","0.029","7.6","105","7.3","67","130","0.87","0.088","0.03","8","2.2","22.8","1","5.9","12","27.7","0.99","0.31","1.27","0.06","7.4","0.002","4.1"
"Deep Bay","DM4","1999-07-05","1","Surface Water","0.8","<0.005","3.4","56","4.1","62","90","1","0.075","0.04","7.5","1.5","10.8","1","4.6","5","28.8","1.08","0.18","1.26","0.08","14","0.001","1"
"Deep Bay","DM4","1999-07-05","1","Bottom Water","0.6","0.006","3","58","4.1","80","330","0.93","0.12","0.061","7.4","1.4","14.1","1","5.1","4.1","28.5","1.06","0.14","1.19","0.08","15.3","0.001","0.9"
"Deep Bay","DM4","1999-08-02","1","Surface Water","1","0.025","4.2","66","4.6","46","120","0.7","0.06","0.032","8.1","1.1","13.2","0.5","5.2","7.9","30.3","0.79","0.46","1.22","0.06","17.2","0.002","1.4"
"Deep Bay","DM4","1999-08-02","1","Bottom Water","0.8","0.049","1.3","64","4.4","190","350","0.58","0.083","0.047","8","4.4","18","0.5","3.8","20","29.2","0.71","0.37","1.03","0.08","47.3","0.003","2.4"
"Deep Bay","DM4","1999-09-01","1","Surface Water","0.9","0.1","1.5","45","3.3","250","610","1.2","0.2","0.047","7.5","0.7","9.8","1.5","6.6","7.5","28.4","1.5","0.38","1.78","0.08","7.5","0.002","1.2"
"Deep Bay","DM4","1999-09-01","1","Bottom Water","1.1","0.092","1.1","40","2.9","270","530","1.1","0.28","0.057","7.5","<0.2","13.4","1.5","6.3","6.3","27.7","1.47","0.38","1.76","0.2","14.5","0.002","1.1"
"Deep Bay","DM4","1999-10-11","1","Surface Water","0.7","0.092","2.1","85","5.7","22","41","0.64","0.16","0.052","7.9","<0.2","24.4","1","2.8","6.3","29.1","0.89","0.22","1.02","0.07","18.7","0.004","0.9"
"Deep Bay","DM4","1999-10-11","1","Bottom Water","0.6","0.17","1.1","78","5.3","280","480","0.61","0.16","0.06","7.8","1.8","25.5","1","2.6","44","28.1","0.94","0.31","1.08","0.09","21","0.007","6"
"Deep Bay","DM4","1999-11-10","1","Surface Water","0.5","0.14","1.9","92","6.5","190","340","0.3","0.11","0.042","7.8","0.5","27.9","1.5","2","8.8","24.6","0.55","0.3","0.71","0.07","6.8","0.004","1.2"
"Deep Bay","DM4","1999-11-10","1","Bottom Water","0.5","0.22","1.2","91","6.4","340","530","0.28","0.12","0.056","7.8","1.7","28.8","1.5","1.9","8.1","24.4","0.62","0.33","0.73","0.08","7.6","0.006","0.6"
"Deep Bay","DM4","1999-12-09","1","Surface Water","0.7","0.21","0.9","95","7.3","58","86","0.14","0.042","0.041","8","1.7","31.1","1","0.93","11","19.5","0.39","0.35","0.53","0.06","8","0.006","1.3"
"Deep Bay","DM4","1999-12-09","1","Bottom Water","0.7","0.2","1.1","95","7.2","90","140","0.13","0.042","0.034","8","1.4","31.2","1","0.88","13","19.6","0.37","0.54","0.71","0.06","12.1","0.006","1.2"
"Deep Bay","DM5","1999-01-06","1","Surface Water","1.1","0.22","2.6","90","7","90","120","0.28","0.041","0.035","7.8","0.6","28.5","2","1.3","7.2","19.3","0.54","0.55","0.87","0.07","6","0.004","1.3"
"Deep Bay","DM5","1999-01-06","1","Middle Water","1","0.22","1.5","93","7.2","240","300","0.25","0.04","0.035","7.8","1","29.3","2","1.2","7.8","19.2","0.51","0.48","0.77","0.05","5.4","0.004","1.3"
"Deep Bay","DM5","1999-01-06","1","Bottom Water","1.1","0.16","1.4","92","7.1","440","590","0.18","0.03","0.028","7.8","1.4","29.7","2","0.91","13","19.3","0.37","0.38","0.59","0.05","10.1","0.003","1.8"
"Deep Bay","DM5","1999-02-05","1","Surface Water","0.8","0.28","0.7","108","8.5","24","40","0.18","0.028","0.049","8","0.9","30","1","1.1","4.6","18.3","0.49","0.39","0.6","0.06","5.1","0.008","0.8"
"Deep Bay","DM5","1999-02-05","1","Middle Water","0.5","0.22","1.5","102","8","410","770","0.17","0.025","0.036","8.1","<0.2","30.7","1","1.1","6.8","18.1","0.42","0.32","0.52","0.05","7.3","0.007","1"
"Deep Bay","DM5","1999-02-05","1","Bottom Water","0.6","0.19","1.3","99","7.8","650","1100","0.14","0.02","0.038","8.1","0.5","30.7","1","1","11","18","0.35","0.31","0.47","0.05","12.4","0.006","1.4"
"Deep Bay","DM5","1999-03-08","1","Surface Water","2.2","0.27","2.1","97","7.1","12","35","0.2","0.018","0.037","8","<0.2","29.1","3.5","0.9","1.1","21.9","0.49","0.4","0.62","0.05","2.9","0.011","0.7"
"Deep Bay","DM5","1999-03-08","1","Middle Water","2","0.19","1.4","96","7","53","130","0.15","0.015","0.03","8.1","<0.2","31.1","3.5","0.78","1.3","21.6","0.36","0.3","0.47","0.04","2.9","0.008","<0.5"
"Deep Bay","DM5","1999-03-08","1","Bottom Water","1","0.17","1.5","95","7","280","680","0.12","0.011","0.027","8.1","<0.2","31.2","3.5","0.71","1.4","21.4","0.3","0.35","0.48","0.03","12.8","0.007","0.6"
"Deep Bay","DM5","1999-04-08","1","Surface Water","2","0.28","5.1","74","5.4","58","87","0.26","0.037","0.045","7.9","2.8","30.4","1.5","1.4","2.6","22.4","0.58","0.46","0.76","0.06","4.5","0.009","0.9"
"Deep Bay","DM5","1999-04-08","1","Middle Water","0.8","0.18","3.5","69","5","2000","9000","0.14","0.019","0.04","7.9","<0.2","32.5","1.5","0.99","4.2","22","0.34","0.36","0.52","0.04","5.2","0.006","1.2"
"Deep Bay","DM5","1999-04-08","1","Bottom Water","1","0.17","2.3","66","4.8","1900","5600","0.12","0.017","0.032","8","<0.2","32.6","1.5","1","20","22","0.31","0.41","0.55","0.05","12.4","0.005","2"
"Deep Bay","DM5","1999-05-07","1","Surface Water","0.6","0.14","2.3","80","5.7","190","330","0.46","0.058","0.036","8","<0.2","28.5","2","1.1","4.7","24.4","0.66","0.31","0.83","0.05","5.1","0.006","0.6"
"Deep Bay","DM5","1999-05-07","1","Middle Water","0.5","0.098","1.8","76","5.4","240","560","0.2","0.043","0.034","8","<0.2","29.8","2","0.92","5.5","24.5","0.34","0.36","0.6","0.04","5.1","0.004","0.6"
"Deep Bay","DM5","1999-05-07","1","Bottom Water","0.3","0.087","1.1","77","5.3","1400","3400","0.17","0.029","0.024","8","0.7","31.1","2","0.78","22","24.5","0.29","0.33","0.53","0.05","13.9","0.004","2"
"Deep Bay","DM5","1999-06-04","1","Surface Water","1.5","0.043","4.2","70","4.9","86","160","0.8","0.08","0.032","7.9","2","19.9","2","3.7","4.2","27.9","0.92","0.32","1.2","0.06","6.3","0.002","1.2"
"Deep Bay","DM5","1999-06-04","1","Middle Water","0.9","0.054","1.4","69","4.8","550","1200","0.44","0.059","0.022","8","0.7","26.4","2","1.7","4.2","26.9","0.55","0.23","0.73","0.04","6.5","0.003","0.8"
"Deep Bay","DM5","1999-06-04","1","Bottom Water","0.9","0.079","1.6","72","4.9","900","1900","0.37","0.047","0.018","8","0.8","28.3","2","1.4","12","26.9","0.5","0.23","0.65","0.04","15","0.004","1.5"
"Deep Bay","DM5","1999-07-05","1","Surface Water","0.7","<0.005","3.1","53","3.9","64","200","1","0.042","0.04","7.3","0.6","11.2","2","3.4","5.4","28.4","1.05","0.15","1.19","0.08","13.3","0.001","0.9"
"Deep Bay","DM5","1999-07-05","1","Middle Water","0.7","0.034","1.5","50","3.5","4400","9200","0.43","0.039","0.031","7.1","0.4","25.5","2","2.6","6","26.2","0.5","0.11","0.58","0.11","12.6","0.001","0.9"
"Deep Bay","DM5","1999-07-05","1","Bottom Water","0.5","0.035","1.5","38","2.6","3400","7800","0.42","0.037","0.036","7.2","1.1","27.2","2","2.4","21","25.7","0.49","0.15","0.61","0.08","52","0.001","5.2"
"Deep Bay","DM5","1999-08-02","1","Surface Water","1.4","<0.005","4.3","60","4.2","170","410","0.71","0.056","0.03","8.1","1.5","13.5","1.5","5.3","6.4","29.2","0.77","0.32","1.09","0.05","16.1","0.001","0.8"
"Deep Bay","DM5","1999-08-02","1","Middle Water","1","0.011","1.8","58","4","150","220","0.49","0.058","0.032","8.1","1.7","21.5","1.5","3.2","6.8","28.8","0.56","0.38","0.93","0.05","16.7","0.001","1.3"
"Deep Bay","DM5","1999-08-02","1","Bottom Water","0.8","0.02","1.1","56","3.8","740","2400","0.37","0.056","0.028","8.1","2.9","23.6","1.5","2.8","14","28.5","0.45","0.38","0.81","0.05","27.2","0.001","1.9"
"Deep Bay","DM5","1999-09-01","1","Surface Water","1.2","<0.005","1","50","3.6","660","1100","0.84","0.19","0.034","7.8","1.2","16.8","1.5","5","9.4","27.1","1.04","0.22","1.25","0.11","8.3","0.001","1.1"
"Deep Bay","DM5","1999-09-01","1","Middle Water","0.9","<0.005","1","50","3.6","850","2300","0.66","0.17","0.034","7.8","2.2","21.3","1.5","4.8","54","26.7","0.84","0.24","1.07","0.1","31.1","0.001","5.1"
"Deep Bay","DM5","1999-09-01","1","Bottom Water","1.1","<0.005","0.3","50","3.5","1300","2400","0.62","0.16","0.03","7.8","3.4","21.5","1.5","3.9","89","26.6","0.79","0.33","1.11","0.12","37.8","0.001","8.2"
"Deep Bay","DM5","1999-10-11","1","Surface Water","1.1","0.051","3.4","86","5.9","13","36","0.71","0.16","0.039","7.9","<0.2","24","2","3.1","4.8","28.5","0.92","0.23","1.1","0.06","14.7","0.002","1.2"
"Deep Bay","DM5","1999-10-11","1","Middle Water","0.7","0.072","1.6","78","5.3","170","310","0.5","0.14","0.042","7.9","0.2","27.1","2","2.2","6.4","27.8","0.71","0.2","0.84","0.06","14.3","0.003","1.2"
"Deep Bay","DM5","1999-10-11","1","Bottom Water","0.4","0.077","1.3","75","5","320","840","0.47","0.14","0.044","8","<0.2","29.4","2","2","7","27.5","0.69","0.19","0.8","0.06","31.5","0.004","0.6"
"Deep Bay","DM5","1999-11-10","1","Surface Water","0.9","0.14","2.9","92","6.5","290","920","0.24","0.11","0.052","7.9","0.7","29.6","1.5","1.7","2.8","24.4","0.49","0.26","0.61","0.16","4.9","0.005","0.7"
"Deep Bay","DM5","1999-11-10","1","Middle Water","0.8","0.13","1.7","85","5.9","420","2100","0.21","0.11","0.048","7.9","1.1","30.2","1.5","1.6","3.6","24.5","0.45","0.23","0.55","0.06","4.9","0.004","0.9"
"Deep Bay","DM5","1999-11-10","1","Bottom Water","0.6","0.089","2","90","6.2","710","2500","0.17","0.094","0.043","7.9","0.8","31.1","1.5","1.5","12","24.6","0.35","0.22","0.48","0.06","10.2","0.003","1.4"
"Deep Bay","DM5","1999-12-09","1","Surface Water","0.6","0.095","1.1","94","7.1","870","2400","0.12","0.042","0.025","8.1","1","31.3","1.5","0.81","13","19.9","0.26","0.27","0.43","0.04","9.5","0.004","1.1"
"Deep Bay","DM5","1999-12-09","1","Middle Water","0.6","0.1","0.6","94","7.1","890","2200","0.12","0.041","0.026","8.1","1.6","31.3","1.5","0.84","19","19.9","0.26","0.27","0.43","0.05","13.1","0.004","1.6"
"Deep Bay","DM5","1999-12-09","1","Bottom Water","0.7","0.086","1.2","96","7.2","1400","3100","0.12","0.04","0.03","8.1","2.2","31.3","1.5","0.83","53","19.9","0.25","0.31","0.47","0.07","20.6","0.003","4.5"
"Eastern Buffer","EM1","1999-01-13","1","Surface Water","1.2","0.2","1.6","64","5","18000","23000","0.078","0.012","0.037","8.3","<0.2","31.2","4","0.84","2","17.7","0.29","0.65","0.74","0.06","3.5","0.009","0.6"
"Eastern Buffer","EM1","1999-01-13","1","Middle Water","0.9","0.2","1.6","65","5.1","8500","11000","0.077","0.012","0.038","8.3","<0.2","31.2","4","0.84","1.9","17.7","0.29","0.44","0.53","0.05","3.5","0.01","<0.5"
"Eastern Buffer","EM1","1999-01-13","1","Bottom Water","1.1","0.21","1.3","70","5.5","26000","32000","0.079","0.011","0.04","8.3","<0.2","31.3","4","0.79","2.1","17.5","0.3","0.43","0.52","0.05","4.7","0.011","0.8"
"Eastern Buffer","EM1","1999-02-02","1","Surface Water","0.2","0.27","2.3","65","5.1","42000","66000","0.1","0.019","0.052","8","<0.2","31.5","3","1.1","2.2","18","0.39","0.63","0.75","0.08","3.5","0.008","0.8"
"Eastern Buffer","EM1","1999-02-02","1","Middle Water","0.1","0.24","1.4","70","5.5","43000","51000","0.098","0.017","0.046","8.1","<0.2","31.7","3","1","2.4","17.9","0.36","0.57","0.69","0.06","3.4","0.008","0.9"
"Eastern Buffer","EM1","1999-02-02","1","Bottom Water","0.1","0.19","2","73","5.7","14000","22000","0.091","0.014","0.036","8.1","<0.2","31.7","3","0.99","2.3","17.9","0.3","0.46","0.57","0.06","3.3","0.006","0.7"
"Eastern Buffer","EM1","1999-03-10","1","Surface Water","0.6","0.24","4","81","6","9200","11000","0.045","0.006","0.034","8.1","<0.2","33.1","3.5","0.64","1","20.4","0.29","0.48","0.53","0.05","2.8","0.008","0.5"
"Eastern Buffer","EM1","1999-03-10","1","Middle Water","0.7","0.21","1.3","92","6.8","14000","20000","0.04","0.006","0.037","8.1","1","33.3","3.5","0.6","0.9","20.4","0.26","0.46","0.51","0.05","3.2","0.008","<0.5"
"Eastern Buffer","EM1","1999-03-10","1","Bottom Water","1","0.11","1.2","102","7.5","5100","8200","0.028","<0.002","0.026","8.2","0.9","33.5","3.5","0.54","1.2","20.4","0.14","0.31","0.34","0.03","4.4","0.005","<0.5"
"Eastern Buffer","EM1","1999-04-09","1","Surface Water","1.4","0.44","3.9","60","4.3","20000","29000","0.052","0.011","0.066","7.9","<0.2","33.6","3","0.71","2.8","22.3","0.5","0.82","0.88","0.09","3.7","0.013","0.7"
"Eastern Buffer","EM1","1999-04-09","1","Middle Water","1.3","0.36","3.6","59","4.2","22000","34000","0.05","0.01","0.058","7.9","<0.2","33.6","3","0.74","3","22.2","0.42","0.81","0.87","0.08","3.9","0.011","0.8"
"Eastern Buffer","EM1","1999-04-09","1","Bottom Water","1.1","0.36","3.6","60","4.3","36000","51000","0.044","0.009","0.066","8","<0.2","33.9","3","0.69","8.2","22.2","0.41","0.85","0.9","0.08","4.9","0.012","1.1"
"Eastern Buffer","EM1","1999-05-06","1","Surface Water","0.9","0.23","3","99","6.9","19000","29000","0.044","0.012","0.047","8","<0.2","33.5","2.5","0.83","2.8","23.5","0.29","0.62","0.68","0.07","6","0.009","<0.5"
"Eastern Buffer","EM1","1999-05-06","1","Middle Water","0.8","0.17","2.7","60","4.2","5800","7600","0.036","0.012","0.034","8","<0.2","33.4","2.5","0.68","3","23.8","0.22","0.63","0.68","0.06","4.2","0.006","<0.5"
"Eastern Buffer","EM1","1999-05-06","1","Bottom Water","1.4","0.15","2.9","65","4.5","4500","7300","0.034","0.014","0.036","8","<0.2","33.6","2.5","0.73","3.4","23.7","0.2","0.5","0.55","0.05","4.9","0.006","0.5"
"Eastern Buffer","EM1","1999-06-02","1","Surface Water","0.6","0.26","2.3","63","4.2","300","680","0.072","0.014","0.036","7.9","0.4","32.2","2","0.61","4.2","26.6","0.35","0.61","0.7","0.06","6.3","0.011","1"
"Eastern Buffer","EM1","1999-06-02","1","Middle Water","0.7","0.24","2.6","60","4.1","2900","4200","0.067","0.014","0.041","7.9","<0.2","32.2","2","0.54","5.6","26.3","0.32","0.59","0.67","0.06","6.8","0.01","1"
"Eastern Buffer","EM1","1999-06-02","1","Bottom Water","0.4","0.22","1.8","61","4.1","2000","3700","0.064","0.013","0.043","8","0.8","32.4","2","0.58","5.9","26.1","0.3","0.55","0.63","0.06","7.6","0.009","0.9"
