"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM3","2010-05-19","1","Surface Water","3.1","0.17","23","100","7.4","65","160","1.5","0.38","0.026","7.8","11","13.5","3","5","6.9","27.3","2.05","0.57","2.45","0.07","14.3","0.007","3.1"
"Deep Bay","DM3","2010-06-14","1","Surface Water","1","0.45","2.3","69","5","80","210","0.94","0.21","0.074","7.5","1.1","14.7","0.5","5.1","11","27.8","1.6","0.69","1.84","0.1","17.5","0.01","2.5"
"Deep Bay","DM3","2010-07-15","1","Surface Water","1.2","0.17","5.1","86","6","49","200","0.86","0.16","0.073","7.9","0.6","14.9","1","4.8","6.4","29.8","1.19","0.38","1.4","0.09","13.3","0.009","1.6"
"Deep Bay","DM3","2010-08-11","1","Surface Water","0.9","0.33","2.8","62","4.3","90","170","0.71","0.16","0.085","7.7","1.9","18.4","0.1","3.7","7.8","29.8","1.2","0.58","1.45","0.12","15.9","0.01","1.7"
"Deep Bay","DM3","2010-09-09","1","Surface Water","2.4","0.056","11","118","8","17","100","0.98","0.42","0.06","8","6.2","16.3","0.8","5.1","6.6","30.7","1.46","0.29","1.69","0.08","14.5","0.004","2.6"
"Deep Bay","DM3","2010-10-06","1","Surface Water","12","0.46","4.5","71","5","22","39","0.54","0.17","0.12","7.6","1.1","24.1","0.6","3.7","5.1","25.7","1.17","0.7","1.41","0.14","13.5","0.009","1.1"
"Deep Bay","DM3","2010-11-08","1","Surface Water","0.6","0.27","1.7","84","6.2","32","75","0.57","0.18","0.059","7.8","0.6","25.3","0.4","2.3","9.3","23.5","1.02","0.4","1.15","0.1","16.7","0.008","1.4"
"Deep Bay","DM3","2010-12-06","1","Surface Water","0.4","0.42","2.6","84","6.2","23","56","0.71","0.17","0.077","7.7","0.9","26","0.8","2.9","9.4","22.8","1.3","0.6","1.48","0.12","18.6","0.008","1.8"
"Deep Bay","DM4","2010-01-15","1","Surface Water","1","0.55","0.9","93","7.4","45","52","0.35","0.097","0.047","7.8","0.4","29.3","1","1.8","7.1","17.7","1","0.64","1.09","0.08","11.5","0.009","1"
"Deep Bay","DM4","2010-01-15","1","Bottom Water","1.3","0.55","1.2","89","7.2","87","110","0.34","0.094","0.049","7.8","0.6","30.1","1","1.7","7.8","16.7","0.98","0.65","1.08","0.07","12.4","0.008","1.1"
"Deep Bay","DM4","2010-02-06","1","Surface Water","0.3","0.61","1.2","84","6.7","33","85","0.78","0.19","0.061","7.6","0.3","24.1","0.8","3.1","4.4","19.4","1.58","0.72","1.69","0.08","9.1","0.008","1"
"Deep Bay","DM4","2010-02-06","1","Bottom Water","0.4","0.56","0.9","83","6.6","58","76","0.71","0.18","0.067","7.6","0.3","25.1","0.8","2.8","9.5","19.4","1.45","0.64","1.53","0.08","9.8","0.008","1.2"
"Deep Bay","DM4","2010-03-05","1","Surface Water","0.9","0.33","1.3","86","6.6","90","190","0.79","0.17","0.041","7.9","1","25","0.5","2.4","7.7","21.4","1.29","0.46","1.42","0.06","16.9","0.009","1.3"
"Deep Bay","DM4","2010-03-05","1","Bottom Water","1.1","0.34","1.2","88","6.7","120","250","0.77","0.17","0.043","7.9","1","25.5","0.5","2.4","8.1","21.4","1.28","0.51","1.45","0.08","17.3","0.009","1.2"
"Deep Bay","DM4","2010-04-15","1","Surface Water","0.8","0.46","1.2","84","6.3","190","270","0.72","0.15","0.053","7.6","0.3","26.4","0.9","2.5","8.1","22.1","1.33","0.65","1.52","0.08","12.9","0.007","1.6"
"Deep Bay","DM4","2010-04-15","1","Bottom Water","0.8","0.46","1.4","83","6.2","220","350","0.71","0.15","0.053","7.6","0.4","26.6","0.9","2.5","8.5","22.1","1.32","0.61","1.47","0.08","13.2","0.007","1.5"
"Deep Bay","DM4","2010-05-19","1","Surface Water","1.3","0.19","5.3","84","6.2","180","270","1.4","0.35","0.031","7.7","2.4","13.5","4","5","6.3","26.8","1.94","0.44","2.19","0.05","13.3","0.006","1.6"
"Deep Bay","DM4","2010-05-19","1","Bottom Water","1.5","0.2","3.8","87","6.3","90","200","1.1","0.27","0.027","7.7","3.5","17.7","4","3.7","7.3","26.8","1.57","0.4","1.77","0.04","13.7","0.006","2.5"
"Deep Bay","DM4","2010-06-14","1","Surface Water","0.6","0.33","2.8","76","5.5","23","110","0.89","0.18","0.053","7.6","0.4","16.2","0.5","4.6","5.1","27.6","1.4","0.53","1.6","0.07","13.5","0.009","1.2"
"Deep Bay","DM4","2010-06-14","1","Bottom Water","0.7","0.2","3.4","79","5.7","44","130","0.79","0.13","0.035","7.6","1.8","16.3","0.5","3.7","3.5","27.6","1.12","0.41","1.33","0.05","14","0.005","1"
"Deep Bay","DM4","2010-07-15","1","Surface Water","1.3","0.16","5","88","6.1","26","96","0.83","0.15","0.065","7.9","0.7","16.2","1.2","4.6","4.8","29.6","1.14","0.39","1.37","0.09","12.5","0.009","1.6"
"Deep Bay","DM4","2010-07-15","1","Bottom Water","1","0.14","4.3","66","4.6","72","170","0.8","0.14","0.06","7.8","1","19.2","1.2","4.4","6.4","28.7","1.08","0.33","1.27","0.07","16.7","0.005","1.8"
"Deep Bay","DM4","2010-08-11","1","Surface Water","0.7","0.28","2","62","4.3","110","250","0.82","0.17","0.064","7.7","0.6","17.7","0.8","4.1","3.8","29.5","1.27","0.53","1.52","0.09","12","0.01","1"
"Deep Bay","DM4","2010-08-11","1","Bottom Water","0.7","0.27","2.1","56","3.8","120","350","0.81","0.17","0.064","7.7","0.6","19.5","0.8","4.1","5.2","29.3","1.25","0.55","1.53","0.14","14.8","0.008","1"
"Deep Bay","DM4","2010-09-09","1","Surface Water","1.8","0.09","8","102","6.9","28","81","0.93","0.39","0.057","7.9","4.7","17.3","0.5","4.6","4.9","30.7","1.41","0.35","1.67","0.08","14.2","0.006","1.8"
"Deep Bay","DM4","2010-09-09","1","Bottom Water","1.3","0.05","11","73","5","300","630","0.88","0.39","0.054","7.7","1.9","18.7","0.5","4.2","7.3","29.4","1.32","0.3","1.57","0.08","14.9","0.002","1.9"
"Deep Bay","DM4","2010-10-06","1","Surface Water","0.7","0.25","1.6","71","5","55","110","0.45","0.12","0.06","7.7","1.4","25.9","0.6","2.7","12","26.4","0.82","0.41","0.98","0.08","18","0.006","2"
"Deep Bay","DM4","2010-10-06","1","Bottom Water","0.6","0.23","0.8","71","4.9","73","150","0.44","0.12","0.058","7.7","2.7","26.1","0.6","2.9","14","26.4","0.79","0.39","0.95","0.11","22.1","0.006","2.3"
"Deep Bay","DM4","2010-11-08","1","Surface Water","0.9","0.22","1.6","76","5.6","110","200","0.5","0.18","0.045","7.9","0.6","26.5","1","2.3","14","22.8","0.9","0.35","1.03","0.07","18.9","0.006","1.9"
"Deep Bay","DM4","2010-11-08","1","Bottom Water","0.4","0.12","1.4","79","5.9","120","240","0.27","0.14","0.035","7.8","<0.2","26.6","1","1.5","15","22.6","0.53","0.3","0.71","0.07","23.1","0.003","2"
"Deep Bay","DM4","2010-12-06","1","Surface Water","0.5","0.36","1.8","85","6.3","65","110","0.74","0.18","0.06","7.7","1.4","24.7","0.9","3","8","23","1.28","0.55","1.47","0.1","17.4","0.008","1.6"
"Deep Bay","DM4","2010-12-06","1","Bottom Water","0.4","0.37","2.4","80","6","56","100","0.75","0.18","0.06","7.7","0.6","25.2","0.9","3.1","9.6","22.5","1.3","0.54","1.47","0.08","20.8","0.008","1.4"
"Deep Bay","DM5","2010-01-15","1","Surface Water","0.8","0.33","1.4","93","7.3","110","150","0.18","0.043","0.036","7.9","0.4","31.5","1.1","1.1","6.5","17.5","0.55","0.43","0.65","0.06","10.3","0.006","1"
"Deep Bay","DM5","2010-01-15","1","Middle Water","0.6","0.29","1.7","92","7.3","140","220","0.18","0.04","0.035","7.9","<0.2","31.8","1.1","1","5.5","17.4","0.51","0.42","0.64","0.06","10","0.006","1"
"Deep Bay","DM5","2010-01-15","1","Bottom Water","0.7","0.19","2.2","92","7.3","690","1300","0.14","0.028","0.027","7.9","<0.2","32","1.1","0.87","8.4","17.3","0.36","0.4","0.57","0.05","11.4","0.004","1.1"
"Deep Bay","DM5","2010-02-06","1","Surface Water","0.5","0.72","1","82","6.7","34","43","0.98","0.25","0.059","7.5","0.2","21.2","1","3.9","5.8","19.3","1.95","0.82","2.05","0.07","10.2","0.007","1.3"
"Deep Bay","DM5","2010-02-06","1","Middle Water","0.5","0.58","0.5","82","6.6","200","270","0.76","0.2","0.055","7.5","0.4","23.3","1","2.9","6.9","19.4","1.54","0.68","1.64","0.07","10.8","0.006","1.3"
"Deep Bay","DM5","2010-02-06","1","Bottom Water","0.5","0.34","0.7","85","6.7","1600","2300","0.43","0.11","0.046","7.6","0.4","29","1","2","8.3","18.9","0.88","0.43","0.97","0.06","11.2","0.004","1.2"
"Deep Bay","DM5","2010-03-05","1","Surface Water","1","0.26","2","92","7","220","340","0.67","0.15","0.036","8","0.6","26.5","1.2","2","1.4","21.4","1.08","0.4","1.22","0.05","13.8","0.009","0.6"
"Deep Bay","DM5","2010-03-05","1","Middle Water","0.7","0.22","1.2","90","6.8","550","990","0.53","0.13","0.033","8","0.8","28.2","1.2","1.8","4","20.9","0.88","0.36","1.02","0.05","15.2","0.007","0.8"
"Deep Bay","DM5","2010-03-05","1","Bottom Water","0.7","0.22","1","90","6.8","490","920","0.53","0.12","0.033","8","0.9","28.4","1.2","2","5.2","20.9","0.87","0.37","1.02","0.05","17.3","0.007","0.9"
"Deep Bay","DM5","2010-04-15","1","Surface Water","0.8","0.42","1.5","87","6.5","530","850","0.6","0.12","0.044","7.7","0.6","27.7","1.1","2.1","5.2","21.7","1.14","0.57","1.29","0.07","10.4","0.007","1.1"
"Deep Bay","DM5","2010-04-15","1","Middle Water","0.6","0.36","0.7","86","6.4","320","660","0.54","0.11","0.042","7.7","0.2","29","1.1","1.9","5.5","21.9","1.01","0.71","1.36","0.07","10.3","0.006","1.1"
"Deep Bay","DM5","2010-04-15","1","Bottom Water","0.5","0.28","0.6","86","6.3","540","1200","0.38","0.074","0.035","7.7","<0.2","31.2","1.1","1.6","7.6","21.6","0.73","0.51","0.96","0.06","12.7","0.005","1.2"
"Deep Bay","DM5","2010-05-19","1","Surface Water","1.4","0.19","6.2","90","6.6","95","280","1.2","0.31","0.027","7.7","4","16.3","8","4.3","4.5","26.8","1.7","0.43","1.94","0.05","11.7","0.007","1.5"
"Deep Bay","DM5","2010-05-19","1","Middle Water","1.2","0.29","18","84","5.9","200","440","1.1","0.3","0.052","7.8","6.9","24.8","8","3.6","4.2","25.8","1.69","0.53","1.93","0.08","9.8","0.008","1.3"
"Deep Bay","DM5","2010-05-19","1","Bottom Water","0.3","0.19","1.1","81","5.7","610","2100","0.46","0.1","0.039","7.8","1.1","27.6","8","2","13","25.2","0.75","0.32","0.88","0.05","14.7","0.005","1.8"
"Deep Bay","DM5","2010-06-14","1","Surface Water","0.9","0.34","2.5","89","6.4","14","67","0.88","0.18","0.053","7.7","0.8","17.7","1","4.5","6.5","27.7","1.4","0.55","1.61","0.07","11.7","0.012","1.3"
"Deep Bay","DM5","2010-06-14","1","Middle Water","1.1","0.21","3.2","88","6.2","13","85","0.83","0.13","0.034","7.7","1.6","18.8","1","3.8","3.8","27.5","1.17","0.44","1.4","0.05","11.7","0.006","1.1"
"Deep Bay","DM5","2010-06-14","1","Bottom Water","1","0.22","3.5","80","5.6","120","320","0.75","0.13","0.036","7.7","1.3","21.6","1","3.5","3.5","27.1","1.1","0.42","1.3","0.05","12","0.006","1"
"Deep Bay","DM5","2010-07-15","1","Surface Water","1.5","0.098","4.8","78","5.4","65","130","0.62","0.085","0.033","7.9","2","20.6","1.2","3.3","4.7","28.5","0.8","0.28","0.99","0.06","11.3","0.005","1.6"
"Deep Bay","DM5","2010-07-15","1","Middle Water","1","0.097","4.1","64","4.5","90","280","0.6","0.08","0.031","7.9","1.7","21.7","1.2","3.2","4.8","27.9","0.78","0.27","0.95","0.05","11.8","0.004","1.3"
"Deep Bay","DM5","2010-07-15","1","Bottom Water","0.8","0.094","4.9","62","4.3","180","350","0.54","0.072","0.029","7.9","2.3","23.9","1.2","2.9","4.7","27.4","0.71","0.2","0.81","0.05","12.3","0.004","1.3"
"Deep Bay","DM5","2010-08-11","1","Surface Water","1.2","0.23","2.7","68","4.7","44","130","0.74","0.14","0.06","7.8","1.1","19.2","0.8","3.6","2.9","29.5","1.11","0.46","1.34","0.11","11.1","0.01","1"
"Deep Bay","DM5","2010-08-11","1","Middle Water","0.9","0.22","2.6","65","4.4","40","120","0.76","0.13","0.058","7.8","1","21.4","0.8","3.5","3.2","29.4","1.11","0.39","1.28","0.1","12.3","0.01","0.8"
"Deep Bay","DM5","2010-08-11","1","Bottom Water","0.6","0.18","2.1","61","4.1","90","390","0.64","0.12","0.036","7.9","1","22.6","0.8","3","4.3","28.9","0.94","0.4","1.16","0.09","12.5","0.008","0.9"
"Deep Bay","DM5","2010-09-09","1","Surface Water","0.9","0.057","1.9","73","4.9","110","330","0.74","0.31","0.047","7.7","0.2","20.9","0.8","3.8","4","29.6","1.11","0.25","1.3","0.06","12.9","0.002","0.9"
"Deep Bay","DM5","2010-09-09","1","Middle Water","0.9","0.055","1.5","61","4.2","90","250","0.74","0.3","0.047","7.7","0.6","22","0.8","3.7","4.2","28.9","1.1","0.26","1.3","0.07","13.2","0.002","1"
"Deep Bay","DM5","2010-09-09","1","Bottom Water","0.7","0.056","1.1","58","3.9","380","1100","0.7","0.28","0.064","7.7","1.4","22.3","0.8","3.6","7.5","28.8","1.04","0.24","1.22","0.14","16.3","0.002","1.2"
"Deep Bay","DM5","2010-10-06","1","Surface Water","0.5","0.17","1.3","73","5","460","1100","0.35","0.088","0.046","7.8","0.3","27.6","0.7","2.1","6.8","26.8","0.61","0.29","0.73","0.06","15.1","0.005","1.5"
"Deep Bay","DM5","2010-10-06","1","Middle Water","0.5","0.17","1.3","76","5.2","340","1200","0.33","0.082","0.037","7.8","0.6","28.3","0.7","2.1","6.9","26.8","0.58","0.29","0.7","0.06","15.6","0.006","1.6"
"Deep Bay","DM5","2010-10-06","1","Bottom Water","0.5","0.16","1.3","76","5.2","340","890","0.33","0.08","0.036","7.9","0.6","28.8","0.7","2.1","6.5","26.8","0.57","0.28","0.69","0.05","21.1","0.006","1.4"
"Deep Bay","DM5","2010-11-08","1","Surface Water","0.6","0.22","0.9","83","6","160","360","0.51","0.17","0.045","7.9","1.3","29.3","0.8","2.2","5.7","23.3","0.9","0.44","1.12","0.1","15.9","0.007","1"
"Deep Bay","DM5","2010-11-08","1","Middle Water","0.7","0.13","1.6","84","6","270","450","0.29","0.14","0.031","7.9","<0.2","30.4","0.8","1.6","6.6","23","0.56","0.32","0.75","0.06","17.2","0.004","1.1"
"Deep Bay","DM5","2010-11-08","1","Bottom Water","0.7","0.092","1.1","84","6.1","280","810","0.23","0.13","0.029","7.9","0.4","30.5","0.8","1.4","11","23","0.45","0.3","0.66","0.06","19.9","0.003","1.4"
"Deep Bay","DM5","2010-12-06","1","Surface Water","1.1","0.31","3.4","87","6.4","19","51","0.65","0.15","0.053","7.8","0.9","26.5","0.7","2.5","5.6","23.6","1.11","0.47","1.27","0.08","17.8","0.008","1.8"
"Deep Bay","DM5","2010-12-06","1","Middle Water","0.5","0.25","3.1","87","6.4","140","280","0.53","0.12","0.043","7.9","1","28.2","0.7","2.1","5.4","22.6","0.9","0.4","1.05","0.07","17.2","0.007","1.5"
"Deep Bay","DM5","2010-12-06","1","Bottom Water","0.4","0.24","2.7","87","6.3","450","980","0.45","0.093","0.04","7.9","1.3","29.9","0.7","1.8","8.8","22.4","0.78","0.39","0.93","0.06","18","0.007","1.8"
"Eastern Buffer","EM1","2010-01-22","1","Surface Water","0.7","0.073","3","95","7.5","140","170","0.11","0.021","0.03","7.8","1","32","2.8","0.68","1.9","17.4","0.2","0.19","0.32","0.04","1.5","0.001","0.7"
"Eastern Buffer","EM1","2010-01-22","1","Middle Water","0.8","0.061","2.2","98","7.7","52","61","0.1","0.02","0.034","7.8","1.1","32.1","2.8","0.67","1.7","17.3","0.18","0.16","0.28","0.05","1.6","0.001","0.5"
"Eastern Buffer","EM1","2010-01-22","1","Bottom Water","0.8","0.033","1.7","100","8","16","18","0.088","0.018","0.023","7.8","0.8","32.3","2.8","0.68","3.1","17.2","0.14","0.11","0.22","0.03","2.6","0.001","0.7"
"Eastern Buffer","EM1","2010-02-19","1","Surface Water","0.4","0.013","1.3","83","6.6","59","68","0.08","0.041","0.011","8","<0.2","32.3","2.6","0.81","1.5","16.7","0.13","0.1","0.22","<0.02","4.9","0.001","0.6"
"Eastern Buffer","EM1","2010-02-19","1","Middle Water","0.1","0.014","1.3","92","7.4","72","86","0.08","0.041","0.011","8","<0.2","32.7","2.6","0.82","1.5","16.4","0.14","0.1","0.22","<0.02","5","0.001","0.5"
"Eastern Buffer","EM1","2010-02-19","1","Bottom Water","0.1","0.009","1.8","93","7.5","26","34","0.069","0.037","0.009","8","<0.2","32.7","2.6","0.76","2.4","16.5","0.12","0.07","0.18","<0.02","5.6","0.001","0.5"
"Eastern Buffer","EM1","2010-03-22","1","Surface Water","0.7","0.091","0.9","93","6.9","<1","3","0.033","0.007","0.011","7.9","<0.2","33.5","3.9","0.38","1","20","0.13","0.22","0.26","0.03","6.5","0.002","0.5"
"Eastern Buffer","EM1","2010-03-22","1","Middle Water","0.5","0.064","0.9","96","7.1","9","15","0.024","0.007","0.01","7.9","<0.2","33.6","3.9","0.37","1.1","20","0.1","0.22","0.25","0.03","6","0.002","<0.5"
"Eastern Buffer","EM1","2010-03-22","1","Bottom Water","0.4","0.053","0.7","95","7.1","4","12","0.013","0.005","0.007","7.9","0.6","33.6","3.9","0.35","5.3","20","0.07","0.19","0.21","<0.02","9","0.001","0.9"
"Eastern Buffer","EM1","2010-04-08","1","Surface Water","0.4","0.022","1","97","7.2","7","15","0.008","0.005","0.009","7.7","<0.2","33.8","2.4","0.53","2.8","19.7","0.04","0.12","0.13","<0.02","3.5","0.001","0.7"
"Eastern Buffer","EM1","2010-04-08","1","Middle Water","0.4","0.021","0.7","97","7.2","9","22","0.008","0.005","0.009","7.7","0.6","33.9","2.4","0.53","3","19.7","0.03","0.1","0.11","<0.02","3.5","0.001","0.7"
"Eastern Buffer","EM1","2010-04-08","1","Bottom Water","0.4","0.024","1","97","7.3","11","25","0.006","0.005","0.01","7.8","<0.2","33.9","2.4","0.53","3.7","19.8","0.04","0.11","0.12","<0.02","3.4","0.001","0.8"
"Eastern Buffer","EM1","2010-05-03","1","Surface Water","0.7","0.077","1.8","97","7","<1","5","0.071","0.014","0.015","7.6","0.8","33.4","4.5","0.37","<0.5","21.9","0.16","0.18","0.27","0.03","0.9","0.001","<0.5"
"Eastern Buffer","EM1","2010-05-03","1","Middle Water","0.8","0.069","2","98","7","1","7","0.061","0.013","0.013","7.6","1.1","33.4","4.5","0.35","0.8","21.8","0.14","0.17","0.24","0.03","0.8","0.001","0.6"
"Eastern Buffer","EM1","2010-05-03","1","Bottom Water","0.9","0.046","1.3","98","7.1","1","9","0.038","0.008","0.011","7.7","0.4","34","4.5","0.33","1.7","21.4","0.09","0.15","0.2","0.02","2.6","0.001","0.6"
"Eastern Buffer","EM1","2010-06-02","1","Surface Water","0.2","0.034","1.7","78","5.3","5","12","0.032","0.005","0.003","7.9","0.5","32.8","3.6","0.14","1","25.4","0.07","0.09","0.13","<0.02","1.1","0.001","0.5"
"Eastern Buffer","EM1","2010-06-02","1","Middle Water","0.2","0.032","1.9","71","4.8","2","6","0.03","0.005","0.003","7.9","0.2","32.7","3.6","0.12","1.3","25.3","0.07","0.13","0.17","<0.02","1","0.001","0.5"
"Eastern Buffer","EM1","2010-06-02","1","Bottom Water","<0.1","0.033","1.9","75","5.1","<1","4","0.024","0.005","0.003","7.9","0.5","32.9","3.6","0.19","4","25.5","0.06","0.11","0.14","<0.02","3.4","0.001","0.8"
