"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM3","2006-09-08","1","Surface Water","1","0.71","2.5","55","3.8","530","1100","0.73","0.18","0.13","7.6","1.3","17","0.3","5.5","10","29","1.62","0.96","1.87","0.16","19.9","0.021","1.8"
"Deep Bay","DM3","2006-10-09","1","Surface Water","1.1","0.34","7.2","78","5.3","1800","3000","0.4","0.15","0.068","7.5","2","25.5","0.5","0.67","15","27.6","0.89","0.66","1.21","0.12","20.4","0.006","2"
"Deep Bay","DM3","2006-11-06","1","Surface Water","0.6","0.7","4.6","88","6.2","12","22","0.35","0.22","0.17","7.6","0.8","29","0.8","2.3","13","24.9","1.27","0.88","1.45","0.2","22.7","0.012","2.6"
"Deep Bay","DM3","2006-12-05","1","Surface Water","1.3","1.4","2.6","85","6.3","61","120","0.38","0.21","0.21","7.1","0.8","28.7","0.7","3.3","10","21.8","1.99","1.5","2.09","0.26","22","0.006","3"
"Deep Bay","DM4","2006-01-19","1","Surface Water","0.6","0.77","1.6","84","6.5","1600","2600","0.45","0.14","0.067","7.6","0.3","28.2","1","2.1","9.1","19.5","1.36","1","1.59","0.09","19.1","0.009","<0.5"
"Deep Bay","DM4","2006-01-19","1","Bottom Water","0.5","0.74","1.8","84","6.5","1700","2500","0.43","0.13","0.067","7.6","0.6","28.6","1","2","24","19.5","1.3","0.91","1.47","0.1","32.7","0.009","4.1"
"Deep Bay","DM4","2006-02-15","1","Surface Water","1.4","0.63","1.1","85","6.7","680","990","0.56","0.17","0.056","7.4","<0.2","27.5","0.7","2.1","9.6","19.3","1.36","0.78","1.51","0.08","16.6","0.005","1.2"
"Deep Bay","DM4","2006-02-15","1","Bottom Water","1.5","0.64","1","84","6.6","1300","2500","0.55","0.16","0.057","7.4","<0.2","27.7","0.7","2.1","26","19.1","1.35","0.85","1.56","0.09","20.9","0.005","5"
"Deep Bay","DM4","2006-03-20","1","Surface Water","0.7","0.54","1.3","82","6.4","9500","12000","0.45","0.12","0.055","7.7","<0.2","28.2","0.7","1.9","8.2","19.4","1.11","0.71","1.28","0.08","12.8","0.008","1.4"
"Deep Bay","DM4","2006-03-20","1","Bottom Water","0.8","0.47","0.6","87","6.7","880","1200","0.43","0.11","0.047","7.7","0.4","28.8","0.7","1.8","62","19.5","1.01","0.72","1.26","0.11","36.9","0.007","6.4"
"Deep Bay","DM4","2006-04-18","1","Surface Water","0.3","0.42","1.6","81","6","96","160","0.55","0.11","0.057","8","<0.2","26.8","1.2","2.1","3.3","22.2","1.08","0.56","1.22","0.06","8.1","0.016","1"
"Deep Bay","DM4","2006-04-18","1","Bottom Water","0.6","0.35","1.4","78","5.8","220","440","0.46","0.082","0.048","8.1","<0.2","28.4","1.2","1.7","12","22","0.89","0.49","1.03","0.06","17.9","0.015","1.4"
"Deep Bay","DM4","2006-05-15","1","Surface Water","1.1","0.23","5.4","76","5.4","270","630","0.62","0.11","0.041","7.2","2.1","23.3","0.6","2","6.6","26","0.96","0.47","1.2","0.06","11.6","0.002","2.6"
"Deep Bay","DM4","2006-05-15","1","Bottom Water","0.5","0.19","3.3","86","6","300","700","0.57","0.091","0.032","7.2","1.5","25.6","0.6","1.7","7.8","26.1","0.85","0.38","1.04","0.04","10.4","0.002","1.8"
"Deep Bay","DM4","2006-06-28","1","Surface Water","1","0.2","15","81","5.9","390","1100","0.75","0.16","0.021","7.9","2.8","12.6","0.2","3.4","4.1","28.8","1.11","0.46","1.37","0.05","13.5","0.012","1.8"
"Deep Bay","DM4","2006-06-28","1","Bottom Water","0.7","0.17","11","88","6.2","460","910","0.68","0.13","0.018","7.7","2.8","18.1","0.2","2.9","8.2","28.5","0.98","0.43","1.24","0.04","15.9","0.006","4.2"
"Deep Bay","DM4","2006-07-13","1","Surface Water","1.6","0.42","16","97","6.8","230","780","1","0.15","0.11","7.9","2","12.4","0.2","4.5","3","30.2","1.57","0.75","1.9","0.13","11.8","0.026","2.1"
"Deep Bay","DM4","2006-07-13","1","Bottom Water","1","0.15","3","59","4.1","470","950","0.97","0.12","0.059","7.7","0.8","19.8","0.2","5.1","3","28.3","1.24","0.36","1.45","0.08","14","0.004","1.2"
"Deep Bay","DM4","2006-08-10","1","Surface Water","1.3","0.51","1.8","62","4.5","600","920","0.67","0.24","0.064","7.6","0.9","11.8","0.3","6.7","4.2","28","1.42","0.75","1.66","0.08","13.8","0.014","0.9"
"Deep Bay","DM4","2006-08-10","1","Bottom Water","1.3","0.45","1.5","60","4.3","390","880","0.58","0.19","0.06","7.6","1","16.6","0.3","5.8","6","27.8","1.22","0.66","1.43","0.08","12.2","0.011","1.4"
"Deep Bay","DM4","2006-09-08","1","Surface Water","0.7","0.5","1.9","59","4.1","850","3100","0.71","0.15","0.091","7.8","0.7","18.2","0.3","5","4.8","28.8","1.36","0.77","1.63","0.11","14.3","0.019","1.2"
"Deep Bay","DM4","2006-09-08","1","Bottom Water","0.8","0.29","1.5","55","3.8","2600","5300","0.66","0.12","0.067","7.8","1","20.7","0.3","4.5","12","28.3","1.07","0.5","1.28","0.1","17.6","0.01","2"
"Deep Bay","DM4","2006-10-09","1","Surface Water","0.6","0.26","6.8","79","5.4","1800","2900","0.39","0.15","0.045","7.6","2.1","25.6","0.3","0.72","21","27.7","0.8","0.65","1.19","0.08","25.8","0.006","2.3"
"Deep Bay","DM4","2006-10-09","1","Bottom Water","0.8","0.27","6.2","77","5.2","1800","3400","0.39","0.14","0.044","7.6","2.3","26.3","0.3","0.7","22","27.7","0.8","0.72","1.25","0.08","25","0.006","3.2"
"Deep Bay","DM4","2006-11-06","1","Surface Water","0.4","0.4","2.5","86","6","340","690","0.38","0.17","0.069","7.6","<0.2","28.4","0.5","2.2","13","25.4","0.95","0.56","1.11","0.09","24.2","0.008","1.8"
"Deep Bay","DM4","2006-11-06","1","Bottom Water","0.3","0.42","1.9","84","5.9","650","940","0.33","0.17","0.081","7.6","<0.2","29.2","0.5","2.1","13","25.2","0.92","0.58","1.08","0.12","26.5","0.008","2.5"
"Deep Bay","DM4","2006-12-05","1","Surface Water","1.8","0.48","2.2","82","6","1800","3600","0.25","0.1","0.064","7.2","0.3","30.6","0.4","1.9","21","22.5","0.83","0.65","1","0.09","32.4","0.003","2.6"
"Deep Bay","DM4","2006-12-05","1","Bottom Water","0.9","0.43","1.4","82","5.9","1700","2200","0.24","0.1","0.064","7.2","0.4","30.9","0.4","1.8","21","22.4","0.77","0.57","0.91","0.09","33.6","0.003","2.8"
"Deep Bay","DM5","2006-01-19","1","Surface Water","0.7","0.66","3.4","88","6.9","1300","2000","0.48","0.13","0.057","7.6","0.5","28.3","1.5","2.2","13","19.3","1.27","0.84","1.45","0.08","15.1","0.008","1.8"
"Deep Bay","DM5","2006-01-19","1","Middle Water","0.4","0.66","1.9","89","6.9","2300","4300","0.42","0.12","0.058","7.6","0.2","29.3","1.5","1.9","14","19.2","1.2","0.79","1.33","0.08","15","0.008","2.3"
"Deep Bay","DM5","2006-01-19","1","Bottom Water","0.6","0.51","1.8","90","7","620","870","0.31","0.083","0.05","7.6","0.8","29.9","1.5","1.4","32","19.1","0.9","0.7","1.09","0.08","34","0.006","4.9"
"Deep Bay","DM5","2006-02-15","1","Surface Water","1.6","0.5","2.3","94","7.3","1900","2500","0.38","0.11","0.05","7.6","0.3","29.5","1.7","1.7","6.4","19.4","0.99","0.71","1.2","0.08","12","0.006","0.9"
"Deep Bay","DM5","2006-02-15","1","Middle Water","1.5","0.43","1.2","94","7.3","1600","2500","0.33","0.089","0.047","7.6","<0.2","30.1","1.7","1.5","12","19","0.85","0.61","1.03","0.07","13.8","0.005","2.8"
"Deep Bay","DM5","2006-02-15","1","Bottom Water","1.2","0.38","1.7","95","7.3","1200","1900","0.31","0.084","0.046","7.6","<0.2","30.3","1.7","1.5","9","19","0.77","0.54","0.93","0.07","16.6","0.005","1"
"Deep Bay","DM5","2006-03-20","1","Surface Water","1","0.51","1.8","90","7","390","550","0.55","0.14","0.051","7.8","<0.2","27.4","0.8","2.1","5.8","19.4","1.2","0.67","1.36","0.08","12.6","0.011","0.8"
"Deep Bay","DM5","2006-03-20","1","Middle Water","0.6","0.42","1.1","90","6.9","900","1600","0.36","0.096","0.047","7.8","<0.2","30.2","0.8","1.7","5.3","19.5","0.88","0.58","1.04","0.07","12.1","0.009","0.8"
"Deep Bay","DM5","2006-03-20","1","Bottom Water","0.7","0.28","0.8","91","7","2300","3900","0.25","0.065","0.035","7.9","0.8","30.7","0.8","1.3","31","19.2","0.6","0.45","0.77","0.06","24.5","0.006","3.4"
"Deep Bay","DM5","2006-04-18","1","Surface Water","0.6","0.32","1.6","83","6.1","90","130","0.51","0.086","0.04","8.1","<0.2","28.1","1","1.8","4","22.1","0.92","0.45","1.05","0.05","8.6","0.015","1.8"
"Deep Bay","DM5","2006-04-18","1","Middle Water","0.7","0.25","1.9","83","6.1","350","570","0.36","0.059","0.032","8.1","<0.2","29.2","1","1.3","4.8","21.9","0.67","0.38","0.8","0.04","8.3","0.012","0.9"
"Deep Bay","DM5","2006-04-18","1","Bottom Water","0.5","0.17","1.5","84","6.1","400","670","0.26","0.036","0.023","8.1","0.2","30.7","1","0.94","18","21.9","0.47","0.31","0.61","0.04","13","0.008","2"
"Deep Bay","DM5","2006-05-15","1","Surface Water","0.8","0.13","2.5","85","6","130","470","0.41","0.058","0.017","7.2","1.2","26.7","0.8","1.2","5.2","25.6","0.6","0.32","0.79","0.03","10.4","0.001","2.1"
"Deep Bay","DM5","2006-05-15","1","Middle Water","0.7","0.13","2.2","80","5.6","220","580","0.41","0.055","0.016","7.2","0.7","27.4","0.8","1.2","5.7","25.6","0.6","0.34","0.81","0.03","10.5","0.001","2.3"
"Deep Bay","DM5","2006-05-15","1","Bottom Water","0.5","0.11","1.3","75","5.2","380","890","0.37","0.053","0.016","7.2","1","27.8","0.8","1.2","7.1","25.9","0.53","0.27","0.69","0.03","12.3","0.001","1.9"
"Deep Bay","DM5","2006-06-28","1","Surface Water","0.7","0.15","4.1","82","5.8","240","360","0.68","0.11","0.022","7.8","2.5","16.8","0.3","3.4","4.8","28.2","0.94","0.37","1.16","0.04","13.4","0.006","2.2"
"Deep Bay","DM5","2006-06-28","1","Middle Water","0.8","0.16","1.7","78","5.5","160","460","0.67","0.11","0.024","7.7","1.7","17.8","0.3","3.6","5.8","28.2","0.94","0.53","1.31","0.06","14.7","0.006","3.2"
"Deep Bay","DM5","2006-06-28","1","Bottom Water","0.8","0.12","2.7","74","5.1","420","920","0.56","0.079","0.015","7.6","2.1","22.3","0.3","2.6","4.8","27.8","0.76","0.3","0.94","0.03","13.9","0.003","2.9"
"Deep Bay","DM5","2006-07-13","1","Surface Water","0.9","0.073","2.5","79","5.5","12","75","1.3","0.14","0.049","7.7","<0.2","13.5","0.5","6","3.8","30.5","1.51","0.28","1.72","0.06","11.9","0.003","3.2"
"Deep Bay","DM5","2006-07-13","1","Middle Water","1","0.087","2","57","4","49","80","1.2","0.13","0.05","7.4","0.7","21.3","0.5","6","2.4","28","1.42","0.31","1.64","0.08","12","0.001","1"
"Deep Bay","DM5","2006-07-13","1","Bottom Water","0.8","0.1","2.7","51","3.5","400","1000","0.76","0.086","0.04","7.4","0.5","24.2","0.5","3.7","2.6","27.2","0.95","0.31","1.16","0.11","11.9","0.001","1.5"
"Deep Bay","DM5","2006-08-10","1","Surface Water","1.4","0.33","1.8","66","4.8","170","460","0.65","0.2","0.045","7.5","0.3","12.3","0.8","6.3","3","27.9","1.18","0.54","1.39","0.06","12.2","0.007","1"
"Deep Bay","DM5","2006-08-10","1","Middle Water","1.6","0.34","1.8","64","4.7","430","960","0.62","0.19","0.047","7.4","0.6","13.7","0.8","6","3.7","27.8","1.15","0.56","1.37","0.06","12.2","0.006","1.1"
"Deep Bay","DM5","2006-08-10","1","Bottom Water","1.2","0.32","1.6","64","4.6","400","1200","0.47","0.14","0.043","7.4","<0.2","14.3","0.8","4.5","3","27.8","0.93","0.5","1.11","0.06","11.7","0.005","2.7"
"Deep Bay","DM5","2006-09-08","1","Surface Water","1.3","0.33","1.5","68","4.7","180","650","0.67","0.12","0.068","7.9","0.4","20.3","0.6","4.5","2.4","28.6","1.12","0.55","1.34","0.1","12.5","0.017","2.2"
"Deep Bay","DM5","2006-09-08","1","Middle Water","0.6","0.28","1.7","61","4.2","280","710","0.65","0.11","0.062","7.9","0.2","22.7","0.6","4.5","2.7","28.1","1.04","0.45","1.21","0.1","12.1","0.013","1"
"Deep Bay","DM5","2006-09-08","1","Bottom Water","0.5","0.19","1.4","57","3.9","400","930","0.56","0.078","0.053","7.9","0.3","24.7","0.6","3.9","5.1","27.6","0.83","0.36","1","0.07","13.3","0.009","1.3"
"Deep Bay","DM5","2006-10-09","1","Surface Water","1.1","0.22","4.3","84","5.7","1100","3300","0.25","0.089","0.034","7.7","0.8","28","0.3","0.56","7.6","27.4","0.56","0.77","1.11","0.06","14.1","0.007","0.7"
"Deep Bay","DM5","2006-10-09","1","Middle Water","0.7","0.23","3.9","82","5.5","1300","4400","0.24","0.085","0.034","7.8","0.2","28.8","0.3","0.56","9.4","27.4","0.56","0.69","1.02","0.07","15.3","0.007","2.4"
"Deep Bay","DM5","2006-10-09","1","Bottom Water","0.8","0.23","3.4","82","5.5","1600","3500","0.23","0.079","0.033","7.8","1.2","28.9","0.3","0.56","12","27.4","0.54","0.37","0.68","0.07","16.2","0.007","2.3"
"Deep Bay","DM5","2006-11-06","1","Surface Water","0.6","0.23","2","90","6.1","170","390","0.2","0.13","0.05","7.8","<0.2","31.2","0.9","1.6","8.9","25.6","0.56","0.38","0.71","0.06","16","0.006","3.9"
"Deep Bay","DM5","2006-11-06","1","Middle Water","0.8","0.21","2.4","91","6.2","520","1600","0.19","0.13","0.045","7.8","<0.2","31.7","0.9","1.5","9.8","25.4","0.53","0.32","0.64","0.07","22.7","0.006","2.8"
"Deep Bay","DM5","2006-11-06","1","Bottom Water","0.4","0.16","1.6","91","6.2","540","1100","0.16","0.12","0.04","7.8","<0.2","31.8","0.9","1.4","13","25.4","0.44","0.28","0.56","0.07","23.8","0.004","2.6"
"Deep Bay","DM5","2006-12-05","1","Surface Water","1","0.33","1.8","89","6.3","350","570","0.16","0.078","0.044","7.4","0.2","31.9","0.6","1.4","4.2","22.8","0.57","0.44","0.68","0.06","18.7","0.003","1.2"
"Deep Bay","DM5","2006-12-05","1","Middle Water","0.8","0.25","2","89","6.4","800","1900","0.14","0.071","0.042","7.4","0.2","32.3","0.6","1.3","4.6","22.6","0.46","0.35","0.56","0.05","19.8","0.002","0.8"
"Deep Bay","DM5","2006-12-05","1","Bottom Water","0.8","0.21","2.8","90","6.4","690","1300","0.12","0.064","0.036","7.4","<0.2","32.5","0.6","1.2","9.2","22.6","0.39","0.35","0.53","0.05","24.3","0.002","2.6"
"Eastern Buffer","EM1","2006-01-03","1","Surface Water","<0.1","0.041","5.8","96","7.5","66","120","0.065","0.011","0.013","8.1","2.6","32.7","2.1","0.23","1.5","18","0.12","0.23","0.31","0.03","9.2","0.001","<0.5"
"Eastern Buffer","EM1","2006-01-03","1","Middle Water","<0.1","0.044","6","99","7.7","69","130","0.062","0.01","0.013","8.1","2.4","32.8","2.1","0.25","2.4","17.9","0.12","0.18","0.25","0.02","9.1","0.002","1"
"Eastern Buffer","EM1","2006-01-03","1","Bottom Water","<0.1","0.049","5.2","102","7.9","50","120","0.06","0.009","0.013","8.1","1.8","32.8","2.1","0.32","3","17.8","0.12","0.18","0.25","0.02","12","0.002","1"
"Eastern Buffer","EM1","2006-02-01","1","Surface Water","0.6","0.089","1","84","6.6","180","250","0.062","0.016","0.021","8.1","<0.2","32.7","2.7","0.68","1.5","17.4","0.17","0.21","0.29","0.03","10.4","0.003","0.6"
"Eastern Buffer","EM1","2006-02-01","1","Middle Water","0.7","0.083","0.9","85","6.7","230","310","0.062","0.016","0.021","8.1","<0.2","32.7","2.7","0.7","2.2","17.4","0.16","0.2","0.28","0.03","10.6","0.003","0.6"
"Eastern Buffer","EM1","2006-02-01","1","Bottom Water","0.6","0.057","0.8","91","7.1","97","150","0.057","0.015","0.016","8.1","<0.2","32.8","2.7","0.66","2","17.3","0.13","0.18","0.25","0.02","11.4","0.002","0.7"
"Eastern Buffer","EM1","2006-03-15","1","Surface Water","0.6","0.065","1.3","89","6.8","150","330","0.046","0.012","0.016","8.1","<0.2","33.2","2.1","0.51","1","18.7","0.12","0.18","0.24","0.02","8.3","0.002","<0.5"
"Eastern Buffer","EM1","2006-03-15","1","Middle Water","0.3","0.055","1.3","99","7.5","160","380","0.041","0.01","0.014","8.1","<0.2","33.3","2.1","0.5","1.6","18.7","0.11","0.11","0.16","0.02","8.7","0.002","<0.5"
"Eastern Buffer","EM1","2006-03-15","1","Bottom Water","0.2","0.04","1.2","102","7.8","89","150","0.032","0.008","0.009","8.2","<0.2","33.4","2.1","0.44","2.8","18.9","0.08","0.16","0.2","0.02","9.2","0.002","0.6"
"Eastern Buffer","EM1","2006-04-20","1","Surface Water","1","0.082","1.9","91","6.5","<1","2","0.05","0.009","0.017","7.9","<0.2","33","3.9","0.38","1.4","22.7","0.14","0.2","0.26","0.02","7.7","0.002","0.8"
"Eastern Buffer","EM1","2006-04-20","1","Middle Water","0.9","0.014","1.6","100","7.1","<1","<1","0.011","<0.002","0.006","7.9","<0.2","33.2","3.9","0.24","2.2","22.2","0.03","0.1","0.11","<0.02","8.3","0.001","0.6"
"Eastern Buffer","EM1","2006-04-20","1","Bottom Water","0.2","0.006","1.2","110","7.8","1","1","0.005","<0.002","0.007","7.9","<0.2","33.8","3.9","0.29","4.8","22.2","0.01","0.13","0.14","<0.02","9.8","0.001","0.8"
"Eastern Buffer","EM1","2006-05-18","1","Surface Water","<0.1","0.019","1.3","83","5.6","1","4","0.012","0.004","0.004","8","<0.2","33.1","1.5","0.39","11","25.2","0.04","0.13","0.15","<0.02","10","0.001","2.3"
"Eastern Buffer","EM1","2006-05-18","1","Middle Water","<0.1","0.021","1.2","83","5.6","6","25","0.011","0.004","0.005","8","<0.2","33.2","1.5","0.38","12","25","0.04","0.15","0.17","0.03","10.8","0.001","2.6"
"Eastern Buffer","EM1","2006-05-18","1","Bottom Water","<0.1","0.025","0.9","82","5.6","3","15","0.007","0.004","0.005","8","0.3","33.2","1.5","0.41","14","25","0.04","0.18","0.19","0.03","13.6","0.001","3"
"Eastern Buffer","EM1","2006-06-08","1","Surface Water","0.8","0.14","2.9","63","4.4","360","800","0.33","0.093","0.022","8.1","1.1","25.5","1.8","1.9","1.8","26.4","0.56","0.31","0.73","0.04","3.6","0.009","0.8"
"Eastern Buffer","EM1","2006-06-08","1","Middle Water","<0.1","0.01","1","61","4.2","10","34","0.067","0.02","0.006","8","<0.2","33.2","1.8","0.69","2.6","25.5","0.1","0.1","0.19","<0.02","5.3","0.001","0.9"
