"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","2003-08-14","1","Surface Water","2.4","1.4","2.5","46","3.2","180","640","0.65","0.65","0.27","7.6","3.8","14.4","0.5","5.5","18","30.7","2.7","1.9","3.2","0.33","21.1","0.041","2.4"
"Deep Bay","DM2","2003-09-15","1","Surface Water","3.5","4.6","7.8","38","2.7","200000","360000","0.32","0.34","0.46","7.7","3","12.8","0.3","7.9","16","28.1","5.26","5.7","6.36","0.57","28.8","0.141","2.3"
"Deep Bay","DM2","2003-10-15","1","Surface Water","4.1","4.1","5.3","47","3.5","17000","22000","0.23","0.27","0.43","7.8","3.2","21.4","0.1","6.1","73","24.4","4.6","5","5.5","0.57","79.7","0.128","9.1"
"Deep Bay","DM2","2003-11-12","1","Surface Water","2.9","5.3","3.2","45","3.5","8200","10000","0.33","0.26","0.51","8","2.3","20.9","0.8","6.1","32","20.7","5.89","6.5","7.09","0.66","19.3","0.175","7.1"
"Deep Bay","DM2","2003-12-10","1","Surface Water","2","5.4","3.3","49","3.8","4000","4900","0.28","0.23","0.49","8","1.6","25.6","0.5","5.2","26","19.4","5.91","6.4","6.91","0.56","24.9","0.158","4.7"
"Deep Bay","DM3","2003-01-20","1","Surface Water","2.5","0.45","2.9","108","9","90","130","0.34","0.072","0.049","8.1","3.5","24.9","0.5","1.8","21","17","0.86","0.78","1.19","0.1","28","0.016","3.2"
"Deep Bay","DM3","2003-02-21","1","Surface Water","2.6","1.1","0.4","73","5.7","95","210","0.19","0.1","0.14","7.8","6.9","26.5","0.5","2.4","90","19.7","1.39","1.5","1.79","0.24","74.9","0.023","9.5"
"Deep Bay","DM3","2003-03-24","1","Surface Water","1.5","1.9","0.7","58","4.6","180","240","0.51","0.22","0.25","7.6","0.6","26.3","0.7","3.5","21","19","2.63","1.9","2.63","0.27","14.4","0.024","2.9"
"Deep Bay","DM3","2003-04-08","1","Surface Water","1.2","0.47","0.7","76","5.7","42","88","0.7","0.17","0.069","8","<0.2","23","0.5","3.6","4.2","22.6","1.34","0.58","1.45","0.07","13.7","0.018","<0.5"
"Deep Bay","DM3","2003-05-19","1","Surface Water","1.2","0.3","1.4","65","4.7","400","790","1.2","0.15","0.091","8.2","1.1","14.3","1","4.4","8.2","27.6","1.65","0.48","1.83","0.1","13.5","0.027","1.2"
"Deep Bay","DM3","2003-06-20","1","Surface Water","1.9","0.3","17","92","6.6","70","100","1.2","0.28","0.094","7.9","2.2","10.8","0.5","6.2","9.9","29","1.78","0.65","2.13","0.13","13.8","0.016","2.6"
"Deep Bay","DM3","2003-07-18","1","Surface Water","2.8","0.21","2.7","56","4","11","49","1.1","0.17","0.1","7.9","0.4","10.3","1.1","6","8","30.6","1.48","0.5","1.77","0.13","14.3","0.015","1.9"
"Deep Bay","DM3","2003-08-14","1","Surface Water","1.2","0.04","3.5","74","5.1","160","270","1","0.32","0.064","7.9","<0.2","14.7","1.5","4.7","4.2","30.3","1.36","0.26","1.58","0.08","8.4","0.002","1"
"Deep Bay","DM3","2003-09-15","1","Surface Water","0.8","0.2","3.8","72","4.9","220","370","0.68","0.33","0.1","7.9","0.3","21.6","0.5","3.9","15","28.4","1.21","0.49","1.5","0.14","24.8","0.009","0.9"
"Deep Bay","DM3","2003-10-15","1","Surface Water","1.3","2.3","3.4","62","4.4","520","770","0.3","0.28","0.29","8","1.2","25","1.3","4.2","20","25.3","2.88","2.7","3.28","0.32","33.1","0.098","3.1"
"Deep Bay","DM3","2003-11-12","1","Surface Water","2.9","2","1.4","55","4.1","90","130","0.48","0.29","0.23","8.1","3.3","25.7","0.5","3.7","83","22","2.77","2.5","3.27","0.36","65.8","0.098","10"
"Deep Bay","DM3","2003-12-10","1","Surface Water","1.1","1.6","3.8","59","4.5","51","79","0.33","0.22","0.19","8.2","2.1","29.3","1","2.7","29","20","2.15","1.9","2.45","0.25","27.8","0.075","3.7"
"Deep Bay","DM4","2003-01-20","1","Surface Water","2","0.37","2.2","115","9.7","870","1600","0.36","0.059","0.011","8.1","2.9","23.5","0.5","2.4","26","16.5","0.79","0.74","1.16","0.09","38.9","0.012","3.4"
"Deep Bay","DM4","2003-01-20","1","Bottom Water","1.6","0.36","1.9","118","10","1200","2000","0.36","0.056","0.01","8.1","2.9","23.7","0.5","2.3","44","16.5","0.78","0.6","1.02","0.13","54.3","0.012","7.9"
"Deep Bay","DM4","2003-02-21","1","Surface Water","1.5","0.43","2.6","73","5.8","1800","2500","0.24","0.075","0.042","8","0.6","26.1","0.5","1.7","21","19.4","0.75","0.6","0.92","0.08","21.6","0.013","2.7"
"Deep Bay","DM4","2003-02-21","1","Bottom Water","1.7","0.44","2.5","77","6","1800","2400","0.23","0.075","0.044","8","0.6","26.5","0.5","1.8","20","19.3","0.75","0.58","0.89","0.07","23.2","0.014","3"
"Deep Bay","DM4","2003-03-24","1","Surface Water","1.3","0.39","0.6","73","5.7","190","210","0.4","0.084","0.052","8","<0.2","28.1","1.5","2","6.9","19.4","0.87","0.54","1.02","0.06","13.6","0.012","1.3"
"Deep Bay","DM4","2003-03-24","1","Bottom Water","1","0.48","0.3","72","5.6","270","350","0.32","0.079","0.065","8","0.2","29.5","1.5","1.9","21","19.5","0.88","0.62","1.02","0.08","28","0.014","2.9"
"Deep Bay","DM4","2003-04-08","1","Surface Water","1.5","0.76","1.2","71","5.3","30","84","0.66","0.18","0.1","8","<0.2","23.7","0.5","3.6","5.2","22.6","1.6","0.83","1.67","0.12","11.5","0.03","1"
"Deep Bay","DM4","2003-04-08","1","Bottom Water","1","0.51","0.7","72","5.3","130","270","0.43","0.11","0.079","8.1","<0.2","27.7","0.5","2.6","11","21.9","1.05","0.63","1.17","0.09","22.7","0.022","2.2"
"Deep Bay","DM4","2003-05-19","1","Surface Water","1.1","0.22","1.7","65","4.7","510","990","1.1","0.12","0.071","8.3","0.5","15.8","1.5","4","6.8","27.5","1.44","0.38","1.6","0.08","11.2","0.025","1.1"
"Deep Bay","DM4","2003-05-19","1","Bottom Water","1","0.19","1.5","69","4.8","750","2200","0.95","0.091","0.058","8.4","<0.2","23.2","1.5","3.3","6.3","27.6","1.23","0.38","1.42","0.07","22.4","0.022","1"
"Deep Bay","DM4","2003-06-20","1","Surface Water","2","0.18","16","70","5","250","670","1.3","0.25","0.066","7.6","1.7","11.2","1","6.2","8.5","28.8","1.73","0.51","2.06","0.1","14.3","0.005","2.2"
"Deep Bay","DM4","2003-06-20","1","Bottom Water","1.1","0.23","4.3","49","3.4","400","920","1","0.25","0.066","7.6","1.9","18.7","1","5.1","24","28.1","1.48","0.51","1.76","0.12","30.8","0.005","3.6"
"Deep Bay","DM4","2003-07-18","1","Surface Water","2","0.059","1.8","71","5","17","48","1.1","0.068","0.043","8","<0.2","12.2","1.8","6","6.2","30.1","1.23","0.22","1.39","0.07","12.3","0.005","1.3"
"Deep Bay","DM4","2003-07-18","1","Bottom Water","2.9","0.11","0.7","74","5.2","250","500","0.83","0.092","0.076","7.9","1.8","15.8","1.8","4.7","66","29.3","1.03","0.42","1.34","0.17","39.7","0.007","8.6"
"Deep Bay","DM4","2003-08-14","1","Surface Water","1.3","0.06","3.1","69","4.8","110","300","0.98","0.31","0.062","7.9","<0.2","15.8","1.3","4.5","4.3","30.2","1.35","0.27","1.56","0.08","9","0.003","0.9"
"Deep Bay","DM4","2003-08-14","1","Bottom Water","1.1","0.076","2.4","68","4.7","240","400","0.94","0.32","0.066","7.8","0.5","17.1","1.3","4.4","7.5","30","1.34","0.28","1.54","0.09","15.5","0.004","1.2"
"Deep Bay","DM4","2003-09-15","1","Surface Water","0.7","0.054","1.4","70","4.8","2500","3900","0.77","0.3","0.058","7.8","<0.2","21.5","0.7","3.9","15","28.4","1.12","0.23","1.3","0.08","14.7","0.002","1"
"Deep Bay","DM4","2003-09-15","1","Bottom Water","0.7","0.13","0.7","62","4.3","4100","7300","0.7","0.29","0.064","7.8","1.5","22.5","0.7","3.6","57","28.6","1.12","0.35","1.34","0.11","39.4","0.005","4.8"
"Deep Bay","DM4","2003-10-15","1","Surface Water","1","0.6","2.1","77","5.3","55","95","0.31","0.16","0.11","8.1","0.6","27.4","1.5","2.3","19","25.8","1.07","0.97","1.44","0.14","16.7","0.035","2.8"
"Deep Bay","DM4","2003-10-15","1","Bottom Water","1.2","0.33","1.8","77","5.4","90","140","0.29","0.13","0.082","8.1","2.3","27.8","1.5","2.1","46","25.7","0.75","0.55","0.97","0.14","15.6","0.02","6.1"
"Deep Bay","DM4","2003-11-12","1","Surface Water","0.7","0.7","1.9","71","5.2","12","33","0.38","0.17","0.11","8.3","<0.2","28.5","0.6","2.3","15","22.9","1.25","0.88","1.43","0.14","18.6","0.05","2.4"
"Deep Bay","DM4","2003-11-12","1","Bottom Water","0.9","0.67","1.8","77","5.4","24","47","0.38","0.16","0.11","8.3","0.2","30.2","0.6","2.3","19","23.8","1.21","0.83","1.37","0.14","43.8","0.05","2.8"
"Deep Bay","DM4","2003-12-10","1","Surface Water","0.8","0.3","1.6","78","5.7","470","650","0.17","0.086","0.051","8.4","<0.2","32.4","1","1.5","16","21.1","0.56","0.41","0.67","0.08","20.7","0.024","2.4"
"Deep Bay","DM4","2003-12-10","1","Bottom Water","0.8","0.3","1.8","76","5.6","600","870","0.17","0.086","0.051","8.4","<0.2","32.4","1","1.5","36","21","0.56","0.42","0.68","0.09","29","0.025","4.1"
"Deep Bay","DM5","2003-01-20","1","Surface Water","3.1","0.43","4.4","120","9.9","490","1000","0.29","0.052","0.034","8.1","5","26","1.5","1.6","8.9","16.7","0.77","0.7","1.04","0.08","20.5","0.014","2.7"
"Deep Bay","DM5","2003-01-20","1","Middle Water","2.2","0.36","2.5","118","9.6","250","440","0.22","0.041","0.023","8.1","2.2","29","1.5","1.1","8.2","16.6","0.62","0.5","0.76","0.05","20.8","0.011","2.4"
"Deep Bay","DM5","2003-01-20","1","Bottom Water","1.8","0.23","2","122","10","250","440","0.19","0.032","0.012","8.1","3.3","29","1.5","0.78","22","16.7","0.45","0.49","0.71","0.06","46.8","0.008","3.7"
"Deep Bay","DM5","2003-02-21","1","Surface Water","1.8","0.46","2.3","89","7","700","1000","0.18","0.058","0.048","8","0.3","27.5","0.5","1.6","13","19.2","0.7","0.57","0.81","0.07","18.6","0.012","2.1"
"Deep Bay","DM5","2003-02-21","1","Middle Water","1.3","0.44","2.4","78","6.1","570","770","0.18","0.058","0.049","8","<0.2","27.9","0.5","1.5","16","19.2","0.68","0.56","0.8","0.06","16.7","0.013","2.4"
"Deep Bay","DM5","2003-02-21","1","Bottom Water","1.4","0.46","2","76","5.9","620","810","0.18","0.057","0.048","8.1","0.2","29","0.5","1.5","16","19.1","0.7","0.55","0.79","0.07","33","0.016","1.6"
"Deep Bay","DM5","2003-03-24","1","Surface Water","0.8","0.36","0.6","65","5","430","650","0.29","0.058","0.047","8","<0.2","29.7","2","1.5","6","19.5","0.71","0.47","0.82","0.06","10.5","0.01","1.2"
"Deep Bay","DM5","2003-03-24","1","Middle Water","1.1","0.3","0.6","74","5.6","620","1100","0.23","0.046","0.036","8.1","<0.2","31.1","2","1.3","5.6","19.5","0.58","0.43","0.71","0.05","10.1","0.01","1.1"
"Deep Bay","DM5","2003-03-24","1","Bottom Water","1","0.27","0.3","76","5.8","800","2500","0.2","0.038","0.036","8.1","<0.2","31.9","2","1.2","7","19.5","0.51","0.4","0.64","0.04","18.1","0.011","1.5"
"Deep Bay","DM5","2003-04-08","1","Surface Water","0.8","0.36","0.6","77","5.8","68","110","0.52","0.12","0.055","8.1","<0.2","26","1","2.8","4.5","22.4","1","0.45","1.09","0.06","9.9","0.018","0.9"
"Deep Bay","DM5","2003-04-08","1","Middle Water","0.8","0.29","1.2","76","5.5","410","810","0.35","0.074","0.043","8.2","<0.2","30.4","1","2","4.6","21.9","0.71","0.36","0.78","0.05","12.6","0.016","0.9"
"Deep Bay","DM5","2003-04-08","1","Bottom Water","0.7","0.24","0.6","76","5.6","640","1200","0.27","0.056","0.039","8.2","<0.2","31.2","1","1.7","8.1","21.5","0.57","0.34","0.67","0.05","24.5","0.014","1.3"
"Deep Bay","DM5","2003-05-19","1","Surface Water","1.3","0.17","2.1","66","4.7","300","530","1","0.095","0.059","8.2","0.6","17.5","1.5","3.5","5.2","27.7","1.27","0.33","1.43","0.07","10.4","0.018","0.8"
"Deep Bay","DM5","2003-05-19","1","Middle Water","1","0.15","1.6","68","4.7","340","850","0.8","0.059","0.044","8.3","0.5","24.7","1.5","2.7","13","27.4","1.01","0.33","1.19","0.06","15.2","0.017","1.4"
"Deep Bay","DM5","2003-05-19","1","Bottom Water","0.5","0.13","1.4","67","4.5","1800","5500","0.43","0.034","0.029","8.4","<0.2","27.6","1.5","1.6","13","27.1","0.59","0.25","0.71","0.03","27.6","0.016","1.4"
"Deep Bay","DM5","2003-06-20","1","Surface Water","1.4","0.13","8.8","55","4","610","1100","1.3","0.23","0.053","7.5","0.7","12.2","1.5","5.9","7.3","28.2","1.66","0.42","1.95","0.08","12.9","0.003","2"
"Deep Bay","DM5","2003-06-20","1","Middle Water","0.9","0.057","2.6","46","3.1","570","1300","0.84","0.21","0.047","7.6","<0.2","24.7","1.5","4.1","9.1","27.7","1.11","0.24","1.29","0.06","10.2","0.001","1.9"
"Deep Bay","DM5","2003-06-20","1","Bottom Water","0.5","0.022","1","40","2.7","2900","7200","0.48","0.17","0.037","7.8","<0.2","27","1.5","2.7","6.3","27.5","0.67","0.14","0.79","0.04","32.1","0.001","1"
"Deep Bay","DM5","2003-07-18","1","Surface Water","2","0.013","2.1","60","4.2","6","37","1","0.07","0.039","8","<0.2","14.6","2.1","5.2","6.2","30","1.08","0.17","1.24","0.06","10.1","0.001","1.3"
"Deep Bay","DM5","2003-07-18","1","Middle Water","2.1","0.043","1.1","63","4.3","670","1700","0.7","0.055","0.034","8","<0.2","22.3","2.1","4","7.9","28.1","0.8","0.17","0.93","0.07","12.1","0.002","<0.5"
"Deep Bay","DM5","2003-07-18","1","Bottom Water","1.4","0.043","1","47","3.2","780","2300","0.64","0.051","0.044","8","<0.2","24.2","2.1","3.4","8.6","27.5","0.73","0.17","0.86","0.06","14.1","0.002","1.1"
"Deep Bay","DM5","2003-08-14","1","Surface Water","1.1","0.023","4.8","71","4.9","59","520","0.85","0.24","0.046","7.9","0.2","18.3","1.5","4","3.4","29.7","1.11","0.2","1.29","0.06","7.9","0.001","0.9"
"Deep Bay","DM5","2003-08-14","1","Middle Water","1.5","0.06","5","63","4.2","190","430","0.63","0.18","0.045","7.9","0.4","23.6","1.5","2.9","2.2","29.1","0.87","0.23","1.04","0.06","6.9","0.003","0.7"
"Deep Bay","DM5","2003-08-14","1","Bottom Water","1.3","0.048","4.7","46","3","390","860","0.61","0.17","0.043","7.9","0.7","27.5","1.5","2.9","2.7","28.1","0.83","0.2","0.98","0.06","17.9","0.002","0.8"
"Deep Bay","DM5","2003-09-15","1","Surface Water","0.7","0.094","1.5","64","4.4","3300","6100","0.7","0.29","0.061","7.4","<0.2","21.1","1","3.7","11","28.3","1.08","0.24","1.23","0.08","14.8","0.001","0.9"
"Deep Bay","DM5","2003-09-15","1","Middle Water","0.6","0.063","1.4","72","4.8","540","950","0.52","0.22","0.05","7.5","<0.2","25.3","1","2.9","8.7","28.7","0.8","0.22","0.96","0.07","12.3","0.001","<0.5"
"Deep Bay","DM5","2003-09-15","1","Bottom Water","0.8","0.052","1.4","68","4.5","1700","5200","0.44","0.18","0.041","7.6","0.7","27.1","1","2.5","28","28.6","0.67","0.19","0.81","0.08","35.7","0.001","2"
"Deep Bay","DM5","2003-10-15","1","Surface Water","0.5","0.16","1.2","56","3.7","2300","3800","0.18","0.08","0.041","8.1","<0.2","30.5","1.5","1.4","7.7","27.6","0.42","0.32","0.58","0.06","12.9","0.009","1.3"
"Deep Bay","DM5","2003-10-15","1","Middle Water","0.8","0.13","0.9","74","4.9","3000","6000","0.16","0.072","0.036","8.2","<0.2","31","1.5","1.3","9.3","27.6","0.36","0.28","0.51","0.05","20.9","0.01","1.5"
"Deep Bay","DM5","2003-10-15","1","Bottom Water","0.6","0.12","0.8","72","4.8","2600","6800","0.15","0.068","0.034","8.2","0.3","31","1.5","1.3","22","27.6","0.34","0.26","0.48","0.06","32.3","0.01","3"
"Deep Bay","DM5","2003-11-12","1","Surface Water","0.7","0.14","1.7","71","4.9","700","1300","0.14","0.055","0.031","8.2","<0.2","31.9","1","0.9","19","24.5","0.34","0.29","0.49","0.06","12.6","0.009","2.4"
"Deep Bay","DM5","2003-11-12","1","Middle Water","0.8","0.13","1.4","78","5.4","1600","2400","0.14","0.054","0.03","8.3","0.2","32","1","0.89","20","24.6","0.32","0.28","0.47","0.06","16.7","0.01","2.9"
"Deep Bay","DM5","2003-11-12","1","Bottom Water","0.6","0.13","1.7","78","5.4","900","1900","0.14","0.055","0.03","8.4","<0.2","32","1","0.88","21","24.6","0.33","0.28","0.48","0.05","23.8","0.012","3.1"
"Deep Bay","DM5","2003-12-10","1","Surface Water","0.6","0.13","1.8","75","5.4","330","620","0.12","0.068","0.027","8.6","<0.2","33.1","1.5","1.2","12","21.6","0.32","0.38","0.57","0.05","15.1","0.015","1.8"
"Deep Bay","DM5","2003-12-10","1","Middle Water","0.6","0.12","1.7","79","5.7","430","1000","0.12","0.067","0.032","8.6","0.2","33.2","1.5","1.2","22","21.6","0.31","0.28","0.47","0.06","22","0.014","2.6"
"Deep Bay","DM5","2003-12-10","1","Bottom Water","0.6","0.13","1.9","78","5.7","310","420","0.12","0.068","0.028","8.6","<0.2","33.2","1.5","1.1","11","21.5","0.32","0.24","0.43","0.05","30.2","0.015","1.8"
"Eastern Buffer","EM1","2003-01-02","1","Surface Water","0.4","0.021","1.6","82","6.3","8","13","0.012","0.007","0.006","7.9","<0.2","32.9","3","0.46","2.9","18.6","0.04","0.08","0.1","<0.02","8.1","0.001","0.5"
"Eastern Buffer","EM1","2003-01-02","1","Middle Water","0.3","0.028","2.2","82","6.3","25","38","0.012","0.005","0.008","7.9","<0.2","32.9","3","0.48","3","18.6","0.05","0.16","0.18","<0.02","8.5","0.001","<0.5"
"Eastern Buffer","EM1","2003-01-02","1","Bottom Water","0.3","0.026","1.5","80","6.1","13","21","0.012","0.007","0.007","7.9","<0.2","32.9","3","0.5","3","18.6","0.05","0.13","0.15","0.02","8.4","0.001","0.5"
"Eastern Buffer","EM1","2003-02-14","1","Surface Water","0.9","0.053","1.1","100","7.9","340","460","0.017","0.002","0.014","8.3","<0.2","32.8","3","0.5","1.5","17.1","0.07","0.14","0.16","<0.02","3.1","0.002","<0.5"
"Eastern Buffer","EM1","2003-02-14","1","Middle Water","0.9","0.04","1.1","105","8.3","55","85","0.017","<0.002","0.011","8.3","<0.2","32.8","3","0.49","1.1","17.1","0.06","0.1","0.12","<0.02","4.6","0.002","<0.5"
"Eastern Buffer","EM1","2003-02-14","1","Bottom Water","0.8","0.044","0.8","106","8.3","73","86","0.014","<0.002","0.01","8.3","<0.2","32.9","3","0.5","1.4","17.1","0.06","0.11","0.13","<0.02","5.6","0.002","<0.5"
"Eastern Buffer","EM1","2003-03-21","1","Surface Water","0.9","0.1","0.3","93","7","500","720","0.024","0.005","0.016","8.1","<0.2","33.6","2.5","0.42","3.1","18.9","0.13","0.22","0.25","0.03","7.7","0.003","0.6"
"Eastern Buffer","EM1","2003-03-21","1","Middle Water","0.9","0.083","1","87","6.6","290","610","0.023","0.005","0.013","8.1","<0.2","33.7","2.5","0.39","3","18.9","0.11","0.19","0.22","<0.02","7.3","0.003","<0.5"
"Eastern Buffer","EM1","2003-03-21","1","Bottom Water","1","0.046","0.5","87","6.6","97","200","0.015","0.002","0.008","8.1","<0.2","33.8","2.5","0.35","7.2","18.9","0.06","0.11","0.13","<0.02","10.4","0.002","1"
"Eastern Buffer","EM1","2003-04-02","1","Surface Water","1","0.23","0.9","88","6.5","200","400","0.081","0.013","0.039","8","<0.2","33.2","3.5","0.68","1.6","20.3","0.32","0.34","0.43","0.05","6","0.007","<0.5"
"Eastern Buffer","EM1","2003-04-02","1","Middle Water","1","0.16","0.9","79","5.9","220","330","0.061","0.008","0.03","8.1","<0.2","33.4","3.5","0.56","2","20.2","0.23","0.25","0.32","0.04","6.7","0.006","<0.5"
"Eastern Buffer","EM1","2003-04-02","1","Bottom Water","1","0.075","1.1","84","6.3","49","81","0.033","0.004","0.016","8.1","<0.2","33.7","3.5","0.44","3.8","20","0.11","0.15","0.19","0.02","6.8","0.003","0.8"
"Eastern Buffer","EM1","2003-05-26","1","Surface Water","1.1","0.069","6.2","96","6.3","8","54","0.091","0.01","0.009","8.2","3.1","31.7","4.5","0.08","1.1","27.4","0.17","0.22","0.32","0.02","5.5","0.006","0.8"
"Eastern Buffer","EM1","2003-05-26","1","Middle Water","0.9","0.062","5","91","6","24","150","0.062","0.01","0.009","8.2","0.9","32.6","4.5","0.18","1.4","26.8","0.13","0.2","0.27","<0.02","6.1","0.005","0.6"
"Eastern Buffer","EM1","2003-05-26","1","Bottom Water","0.2","0.045","1.4","75","5.1","7","95","0.018","0.005","0.01","8.2","<0.2","33.6","4.5","0.48","4.9","25.9","0.07","0.13","0.15","<0.02","9.2","0.003","<0.5"
"Eastern Buffer","EM1","2003-06-25","1","Surface Water","3.1","0.063","23","127","8.7","380","840","0.33","0.077","0.006","8.4","7","24.7","1.5","0.56","3.1","27.6","0.47","0.34","0.75","0.03","3","0.008","2"
"Eastern Buffer","EM1","2003-06-25","1","Middle Water","0.6","0.02","2","54","3.7","450","920","0.077","0.056","0.022","7.9","<0.2","34.1","1.5","1.3","4.8","24.3","0.15","0.13","0.26","0.02","5.4","0.001","1.2"
"Eastern Buffer","EM1","2003-06-25","1","Bottom Water","0.6","0.01","0.4","45","3.2","44","110","0.062","0.042","0.02","7.9","0.4","34.9","1.5","1.3","9.2","23.4","0.11","0.11","0.21","0.03","9.6","0.001","1.7"
