"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM5","1994-07-13","1","Middle Water","0.3","0.022","0.2","82","5.9","670","970","0.873","0.088","0.007","7.8","3.6","11.3","0.5","7.92","10","28.8","0.98","0.3","1.26","0.05","12.5","0.001","1.2"
"Deep Bay","DM5","1994-07-13","1","Bottom Water","0.6","0.029","<0.2","77","5.4","280","500","0.776","0.115","0.027","7.8","1.8","17.3","0.5","6.64","10","28.3","0.92","0.44","1.33","0.04","64","0.001","1.4"
"Deep Bay","DM5","1994-08-11","1","Surface Water","0.4","0.065","0.5","N/A","N/A","520","530","0.741","0.121","0.035","7.6","0.7","6.6","0.5","8.1","21","28.3","0.93","0.47","1.33","0.08","11.8","0.002","3.8"
"Deep Bay","DM5","1994-08-11","1","Middle Water","0.4","0.07","0.4","N/A","N/A","440","620","0.723","0.121","0.035","7.7","1.1","12.2","0.5","7.98","16","27.8","0.91","0.42","1.26","0.06","7.3","0.002","2.5"
"Deep Bay","DM5","1994-08-11","1","Bottom Water","0.7","0.094","0.2","N/A","N/A","320","520","0.688","0.115","0.037","7.9","1.1","16.7","0.5","7.55","15","26.9","0.9","0.39","1.19","0.06","89.3","0.004","2"
"Deep Bay","DM5","1994-09-22","1","Surface Water","0.6","0.038","<0.2","75","5.2","180","270","0.473","0.141","0.041","7.9","1.1","16.7","0.5","3.8","21","28.8","0.65","0.25","0.86","0.06","20","0.002","2.1"
"Deep Bay","DM5","1994-09-22","1","Middle Water","0.3","0.069","<0.2","78","5.3","110","210","0.427","0.136","0.04","7.8","1.1","21.7","0.5","3.26","26","28.2","0.63","0.33","0.89","0.08","23","0.003","2.4"
"Deep Bay","DM5","1994-09-22","1","Bottom Water","0.4","0.055","<0.2","75","5.2","600","1000","0.338","0.116","0.037","7.9","1","25","0.5","2.4","30","27.8","0.51","0.3","0.75","0.07","29","0.003","3.5"
"Deep Bay","DM5","1994-10-07","1","Surface Water","0.7","0.044","1.7","93","6.5","20","28","0.506","0.106","0.041","7.9","2.6","20.6","1","3.79","8.2","27.7","0.66","0.23","0.84","0.06","9.1","0.002","1.2"
"Deep Bay","DM5","1994-10-07","1","Middle Water","0.4","0.068","1.4","78","5.4","70","120","0.39","0.101","0.042","8","2.4","25.8","1","2.68","13","27.4","0.56","0.24","0.73","0.05","14","0.003","1.7"
"Deep Bay","DM5","1994-10-07","1","Bottom Water","0.5","0.063","1.1","82","5.7","160","230","0.294","0.088","0.038","8","1.8","27.2","1","2.06","16","27.4","0.45","0.22","0.6","0.06","17","0.003","1.9"
"Deep Bay","DM5","1994-11-21","1","Surface Water","0.8","0.175","1.3","87","6.5","28","68","0.191","0.089","0.044","8.1","0.3","28.9","1.8","1.72","8.1","24.2","0.46","0.38","0.66","0.11","7","0.009","1.2"
"Deep Bay","DM5","1994-11-21","1","Middle Water","0.3","0.17","1.1","87","6.4","260","450","0.164","0.086","0.045","8.1","<0.2","29","1.8","1.47","15","23.9","0.42","0.39","0.64","0.09","8.1","0.009","1.9"
"Deep Bay","DM5","1994-11-21","1","Bottom Water","0.4","0.163","1.1","86","6.4","230","370","0.164","0.088","0.041","8.1","<0.2","29.6","1.8","1.55","20","23.9","0.42","0.39","0.64","0.11","20","0.008","2.2"
"Deep Bay","DM5","1994-12-19","1","Surface Water","0.2","0.192","0.6","82","6.8","450","480","0.167","0.062","0.055","8","1.6","31.7","0.8","1.35","21","20.9","0.42","0.36","0.59","0.13","18","0.006","2.1"
"Deep Bay","DM5","1994-12-19","1","Middle Water","0.2","0.128","0.7","84","6.8","400","700","0.126","0.051","0.048","8","0.9","32.4","0.8","1.05","35","21.2","0.31","0.28","0.46","0.11","26","0.004","3.1"
"Deep Bay","DM5","1994-12-19","1","Bottom Water","0.3","0.143","0.4","84","6.8","1200","1500","0.118","0.05","0.05","8","1.7","32.6","0.8","0.92","42","21.2","0.31","0.34","0.51","0.11","36","0.005","3.8"
"Eastern Buffer","EM1","1994-01-03","1","Surface Water","0.4","0.252","0.4","76","5.9","2300","2800","0.156","0.022","0.049","8.2","1.1","31.1","1.6","1.28","3","17.8","0.43","0.66","0.84","0.07","3.2","0.009","<0.5"
"Eastern Buffer","EM1","1994-01-03","1","Middle Water","0.6","0.265","0.3","74","5.8","3600","4200","0.156","0.022","0.048","8.2","1.3","31","1.6","1.27","4.9","17.6","0.44","1.06","1.24","0.08","2.7","0.01","0.7"
"Eastern Buffer","EM1","1994-01-03","1","Bottom Water","0.6","0.239","0.5","75","5.9","5000","13000","0.149","0.023","0.047","8.2","1.1","31","1.6","1.27","4","17.6","0.41","0.53","0.7","0.11","2.9","0.009","0.7"
"Eastern Buffer","EM1","1994-01-31","1","Surface Water","1.5","0.321","0.6","90","7.1","18000","29000","0.059","0.01","0.059","8.3","0.4","31.8","1.6","0.75","4.5","16.9","0.39","0.95","1.02","0.11","3.8","0.014","0.9"
"Eastern Buffer","EM1","1994-01-31","1","Middle Water","0.9","0.208","0.3","87","6.9","5800","7000","0.063","0.01","0.045","8.3","0.7","31.8","1.6","0.74","5","16.6","0.28","0.74","0.81","0.08","3.3","0.01","0.8"
"Eastern Buffer","EM1","1994-01-31","1","Bottom Water","0.9","0.169","0.7","89","7.1","11000","18000","0.054","0.008","0.036","8.3","0.2","31.8","1.6","0.72","5.1","16.6","0.23","0.65","0.71","0.08","3.5","0.008","0.8"
"Eastern Buffer","EM1","1994-03-02","1","Surface Water","0.7","0.19","0.4","91","7.2","27000","32000","0.062","0.011","0.037","8.3","0.2","32.9","0.8","0.64","6.7","17.1","0.26","0.9","0.97","0.07","3.8","0.009","0.9"
"Eastern Buffer","EM1","1994-03-02","1","Middle Water","0.5","0.129","0.3","87","6.9","25000","31000","0.057","0.012","0.03","8.3","0.8","33.1","0.8","0.61","10","17.1","0.2","0.73","0.8","0.06","3.7","0.007","1.2"
"Eastern Buffer","EM1","1994-03-02","1","Bottom Water","0.4","0.103","0.7","86","6.8","13000","16000","0.067","0.01","0.024","8.3","<0.2","33.1","0.8","0.68","12","17.1","0.18","0.53","0.61","0.05","4.5","0.005","1.8"
"Eastern Buffer","EM1","1994-03-31","1","Surface Water","0.5","0.173","0.5","68","5.2","N/A","N/A","0.032","0.01","0.034","8","0.3","33.3","1.6","0.55","5.1","18.5","0.22","0.65","0.69","0.05","3.3","0.005","0.6"
"Eastern Buffer","EM1","1994-03-31","1","Middle Water","0.6","0.172","0.6","70","5.3","N/A","N/A","0.035","0.011","0.031","8","0.3","33.3","1.6","0.55","4.7","18.5","0.22","0.6","0.65","0.05","3","0.005","0.6"
"Eastern Buffer","EM1","1994-03-31","1","Bottom Water","0.5","0.148","0.2","70","5.3","N/A","N/A","0.032","0.011","0.031","8","0.6","33.3","1.6","0.55","11","18.5","0.19","0.6","0.64","0.06","5.1","0.004","1.1"
"Eastern Buffer","EM1","1994-05-02","1","Surface Water","4.1","0.5","1.9","63","4.3","67000","68000","0.066","0.014","0.107","8.1","1.2","33.2","1.4","0.78","4.1","24.6","0.58","1.14","1.22","0.2","2.7","0.026","1.9"
"Eastern Buffer","EM1","1994-05-02","1","Middle Water","0.5","0.159","1.2","65","4.5","2000","2600","0.047","0.01","0.031","8.1","0.7","33.3","1.4","0.46","3.2","24.3","0.22","0.35","0.41","0.05","2.3","0.008","1"
"Eastern Buffer","EM1","1994-05-02","1","Bottom Water","0.5","0.147","1.2","65","4.5","1500","1800","0.04","0.009","0.031","8.1","0.4","33.5","1.4","0.47","5.8","24.1","0.2","0.28","0.33","0.05","3.4","0.008","1.1"
"Eastern Buffer","EM1","1994-06-01","1","Surface Water","0.5","0.115","0.8","54","3.6","600","800","0.056","0.005","0.022","8.3","1.4","31.4","1.5","0.46","4.6","26.8","0.18","0.56","0.62","0.12","4.4","0.01","0.6"
"Eastern Buffer","EM1","1994-06-01","1","Middle Water","0.6","0.125","1.5","72","4.8","2100","2700","0.053","0.005","0.023","8.3","0.6","31.9","1.5","0.4","3.9","26.8","0.18","0.63","0.69","0.09","3.3","0.012","0.7"
