"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","1993-08-31","1","Surface Water","3","0.254","8.6","116","7.9","330","370","1.49","0.755","0.179","8.5","6.4","15.2","0.5","0.31","11","29.2","2.5","0.52","2.77","0.21","8.5","0.047","2"
"Deep Bay","DM2","1993-09-29","1","Surface Water","1","0.949","2.1","38","2.8","2500","2500","1.88","0.732","0.101","7.3","2.5","4.7","0.6","7.92","10","28.5","3.56","1.19","3.8","0.17","8.3","0.013","2.1"
"Deep Bay","DM2","1993-10-15","1","Surface Water","4.4","1.5","64","107","7.7","3200","4000","0.216","0.106","0.162","8.3","23","18.3","0.6","0.29","23","26.7","1.82","3.01","3.33","0.27","9.9","0.152","5.1"
"Deep Bay","DM2","1993-11-15","1","Surface Water","0.7","1.71","1.8","116","8.6","1700","2000","0.512","0.127","0.168","7.7","2.1","21.2","0.5","4.4","20","24.1","2.35","2.47","3.11","0.23","10.4","0.036","2.5"
"Deep Bay","DM2","1993-12-13","1","Surface Water","1.2","2.44","0.4","86","6.7","5000","5200","0.322","0.118","0.253","7.7","3","25.1","0.4","4.24","24","19.8","2.88","3.3","3.74","0.35","41.8","0.042","3.1"
"Deep Bay","DM3","1993-01-12","1","Surface Water","2","0.17","0.4","113","9.1","130","130","0.369","0.021","0.05","8","1.1","28.8","1.4","1.87","17","20.3","0.56","0.93","1.32","0.08","14","0.005","2"
"Deep Bay","DM3","1993-02-25","1","Surface Water","0.7","0.043","0.7","85","7.5","40","43","0.35","0.107","0.04","7.9","<0.2","30.7","1","1.34","13","17.7","0.5","0.67","1.13","0.1","17","0.001","1.5"
"Deep Bay","DM3","1993-03-12","1","Surface Water","0.6","N/A","N/A","81","6.9","15","31","N/A","N/A","N/A","8","N/A","28.5","1.2","N/A","N/A","19.9","N/A","N/A","N/A","N/A","27","N/A","N/A"
"Deep Bay","DM3","1993-04-26","1","Surface Water","0.9","0.036","0.9","91","6.9","270","390","0.878","0.448","0.055","8","<0.2","19.8","0.9","3.98","9","23.2","1.36","0.39","1.72","0.1","13","0.002","1.5"
"Deep Bay","DM3","1993-05-10","1","Surface Water","1.1","<0.005","0.5","76","5.6","800","1000","1.51","0.636","0.055","7.9","0.3","15.1","1.6","5.85","5.5","24.5","2.15","0.31","2.46","0.09","7.1","0.001","1"
"Deep Bay","DM3","1993-06-07","1","Surface Water","0.6","0.035","0.3","83","5.8","280","400","0.862","0.407","0.088","7.9","0.5","12.6","1.5","5.21","5.5","28.5","1.3","0.23","1.5","0.11","7.1","0.002","1"
"Deep Bay","DM3","1993-07-21","1","Surface Water","1.4","0.051","1.7","87","5.9","2300","3400","0.828","0.126","0.114","7.4","2","12.7","1.2","3.1","6","28.7","1.01","0.21","1.16","0.13","9.5","0.001","1.5"
"Deep Bay","DM3","1993-08-31","1","Surface Water","1.1","0.148","8.1","107","7.3","56","68","0.617","0.139","0.082","8.4","4.4","17.6","0.7","2.31","7","28.8","0.9","0.22","0.98","0.11","6.4","0.022","1"
"Deep Bay","DM3","1993-09-29","1","Surface Water","0.9","<0.005","1.1","72","5.4","190","200","<0.002","<0.002","0.011","7.7","2.1","8.5","1","5.23","5.7","28","0.01","0.97","0.97","0.07","6.2","0.001","1.6"
"Deep Bay","DM3","1993-10-15","1","Surface Water","1.9","0.416","16","113","7.9","110","120","0.215","0.079","0.058","8.5","18","24.6","0.6","0.3","22","26.3","0.71","1.1","1.39","0.12","14.7","0.054","3.3"
"Deep Bay","DM3","1993-11-15","1","Surface Water","0.7","0.111","1.3","118","8.6","90","90","0.601","0.107","0.027","8","1.2","23.3","1","3.13","13","24.3","0.82","0.45","1.16","0.06","5.7","0.005","2.2"
"Deep Bay","DM3","1993-12-13","1","Surface Water","0.6","1.28","1.1","125","9.6","300","360","0.341","0.115","0.167","8","1.5","29","0.5","3.11","13","19.9","1.74","1.92","2.38","0.21","8.3","0.041","1.5"
"Deep Bay","DM4","1993-01-12","1","Surface Water","0.6","0.159","0.4","98","7.9","70","70","0.306","0.012","0.042","8","0.9","30","1.2","1.72","14","19.9","0.48","0.97","1.29","0.09","15","0.005","1.5"
"Deep Bay","DM4","1993-01-12","1","Bottom Water","0.9","0.16","0.7","95","7.7","120","120","0.331","0.003","0.056","8","0.8","30.3","1.2","1.54","20","20","0.49","0.88","1.21","0.1","16","0.005","2.5"
"Deep Bay","DM4","1993-02-25","1","Surface Water","0.9","0.1","0.5","83","7.3","60","70","0.202","0.082","0.038","8","<0.2","32.2","1.2","0.93","28","18.1","0.38","0.83","1.11","0.11","23","0.003","2.5"
"Deep Bay","DM4","1993-02-25","1","Bottom Water","0.7","0.134","0.5","72","6.6","50","70","0.182","0.085","0.095","8","<0.2","32.6","1.2","0.9","19","18.3","0.4","0.69","0.96","0.09","26","0.003","1.5"
"Deep Bay","DM4","1993-03-12","1","Surface Water","0.6","N/A","N/A","84","7.1","13","27","N/A","N/A","N/A","8","N/A","30.2","0.5","N/A","N/A","19.9","N/A","N/A","N/A","N/A","15","N/A","N/A"
"Deep Bay","DM4","1993-03-12","1","Bottom Water","0.6","N/A","N/A","85","7.3","45","61","N/A","N/A","N/A","8","N/A","30.9","0.5","N/A","N/A","19.5","N/A","N/A","N/A","N/A","17","N/A","N/A"
"Deep Bay","DM4","1993-04-26","1","Surface Water","0.9","0.123","0.9","91","6.9","60","190","0.853","0.422","0.048","8","<0.2","20.4","1","3.57","6","23.1","1.4","0.5","1.78","0.16","7.8","0.005","1"
"Deep Bay","DM4","1993-04-26","1","Bottom Water","0.8","0.053","0.7","86","6.6","70","160","0.786","0.357","0.034","8","<0.2","25.4","1","3.44","6","22.7","1.2","0.4","1.54","0.03","8.3","0.002","1"
"Deep Bay","DM4","1993-05-10","1","Surface Water","0.7","<0.005","0.5","89","6.5","600","700","1.21","0.359","0.041","7.9","<0.2","16.3","1.6","5.31","5.5","25.5","1.57","0.46","2.03","0.04","7","0.001","1"
"Deep Bay","DM4","1993-05-10","1","Bottom Water","0.4","0.027","0.2","78","5.8","900","1200","0.801","0.071","0.028","7.9","0.4","24.1","1.6","2.95","15","24.1","0.9","0.4","1.27","0.05","12","0.001","2.5"
"Deep Bay","DM4","1993-06-07","1","Surface Water","0.6","0.124","0.4","94","6.6","11","33","0.654","0.039","0.042","8","<0.2","16.2","1.5","4.21","1","27.3","0.82","0.3","0.99","0.08","2.6","0.008","<0.5"
"Deep Bay","DM4","1993-06-07","1","Bottom Water","0.6","0.163","<0.2","77","5.6","170","260","0.541","0.082","0.043","8.1","0.5","24.3","1.5","3.5","1","26.1","0.79","0.29","0.91","0.07","2.4","0.009","<0.5"
"Deep Bay","DM4","1993-07-21","1","Surface Water","0.5","0.043","0.9","95","6.5","45","60","0.658","0.035","0.04","7.4","0.5","10.5","1.6","5.6","6.5","28.8","0.74","0.11","0.8","0.04","8.2","0.001","1"
"Deep Bay","DM4","1993-07-21","1","Bottom Water","0.4","0.039","0.5","82","5.6","37","46","0.651","0.03","0.067","7.5","0.5","20","1.6","5.71","6.5","27.9","0.72","0.22","0.9","0.06","10.4","0.001","1.5"
"Deep Bay","DM4","1993-08-31","1","Surface Water","3.2","0.258","15","128","8.7","6800","7000","0.607","0.182","0.084","8.5","6.7","16.7","0.6","1.14","6","29.1","1.05","0.45","1.24","0.1","6.3","0.053","2"
"Deep Bay","DM4","1993-08-31","1","Bottom Water","0.2","0.076","1.6","82","5.7","260","340","0.506","0.097","0.038","8.2","2.2","24","0.6","3.24","20","27.7","0.68","0.21","0.81","0.06","14","0.006","2"
"Deep Bay","DM4","1993-09-29","1","Surface Water","0.7","0.047","1","81","5.9","1700","1700","2.15","1.1","0.072","7.9","2.8","13","1.2","5.69","8.4","27.6","3.3","0.06","3.31","0.12","6.4","0.003","1.7"
"Deep Bay","DM4","1993-09-29","1","Bottom Water","0.4","0.102","0.4","70","5","210","250","0.607","0.258","0.043","8.1","0.5","21.6","1.2","4.2","12","26.9","0.97","0.1","0.97","0.08","15.1","0.007","2"
"Deep Bay","DM4","1993-10-15","1","Surface Water","1.4","0.283","16","121","8.4","160","160","0.238","0.086","0.04","8.4","14","25.5","1","0.47","15","26.5","0.61","1.04","1.36","0.09","7.7","0.03","2.6"
"Deep Bay","DM4","1993-10-15","1","Bottom Water","0.6","0.119","5.3","90","6.2","220","240","0.22","0.087","0.033","8.3","6.5","28.5","1","1.26","35","26.4","0.43","0.58","0.89","0.08","16.8","0.011","4.3"
"Deep Bay","DM4","1993-11-15","1","Surface Water","0.3","0.084","0.9","110","8","39","48","0.592","0.1","0.056","8","1.1","24.7","1","2.89","12","24.5","0.78","0.37","1.06","0.06","5.8","0.004","1.3"
"Deep Bay","DM4","1993-11-15","1","Bottom Water","0.5","0.171","0.9","98","7","70","100","0.494","0.096","0.032","8","1.2","26.9","1","2.44","11","24.1","0.76","0.44","1.03","0.08","9.5","0.008","1.7"
"Deep Bay","DM4","1993-12-13","1","Surface Water","0.8","0.19","1.4","115","8.7","260","290","0.274","0.068","0.036","8.2","1.2","29.3","0.8","2.19","9.1","20.2","0.53","0.51","0.85","0.06","5.9","0.01","1.1"
"Deep Bay","DM4","1993-12-13","1","Bottom Water","0.3","0.29","0.5","109","8.3","300","390","0.265","0.075","0.048","8.2","0.8","30.1","0.8","1.97","14","20","0.63","0.6","0.94","0.08","11.6","0.014","1.5"
"Deep Bay","DM5","1993-01-29","1","Surface Water","0.4","0.112","0.6","111","9.4","42","43","0.068","0.03","0.026","8.1","0.9","32.1","1.2","0.79","9","14.5","0.21","0.49","0.59","0.21","6.1","0.003","1"
"Deep Bay","DM5","1993-01-29","1","Middle Water","0.6","0.114","0.5","162","13.7","70","80","0.064","0.03","0.027","8.1","1.7","33.2","1.2","1.75","37","14.4","0.21","0.49","0.58","0.23","18","0.003","4.5"
"Deep Bay","DM5","1993-01-29","1","Bottom Water","0.8","0.104","0.3","130","11","110","140","0.068","0.018","0.018","8.1","2.1","32","1.2","0.97","49","14.6","0.19","0.43","0.52","0.3","36","0.003","5"
"Deep Bay","DM5","1993-03-29","1","Surface Water","0.4","0.035","0.3","91","6.6","70","70","0.471","<0.002","0.032","8","<0.2","29.2","1","1.89","10","21.3","0.51","0.22","0.69","0.14","10","0.001","1.5"
"Deep Bay","DM5","1993-03-29","1","Middle Water","0.3","0.071","0.5","91","6.7","280","300","0.475","<0.002","0.036","8","<0.2","30.9","1","1.91","11","21","0.55","0.15","0.63","0.15","10","0.002","1.5"
"Deep Bay","DM5","1993-03-29","1","Bottom Water","0.2","0.033","0.3","89","6.6","120","120","0.454","<0.002","0.033","8","<0.2","31.2","1","1.79","11","20.8","0.49","0.25","0.71","0.14","12","0.001","1.5"
"Deep Bay","DM5","1993-05-14","1","Surface Water","0.7","<0.005","0.3","97","7.1","220","260","1.28","0.003","0.028","7.9","0.5","11.4","0.9","6.58","11","26.1","1.29","0.42","1.7","0.09","13.8","0.001","2.5"
"Deep Bay","DM5","1993-05-14","1","Middle Water","0.3","0.02","0.3","77","5.7","320","380","0.589","0.003","0.038","8","<0.2","27.2","0.9","1.72","10","24.3","0.61","0.17","0.76","0.2","9.5","0.001","2.5"
"Deep Bay","DM5","1993-05-14","1","Bottom Water","0.3","0.012","0.4","71","5.3","340","340","0.485","0.006","0.033","8.1","<0.2","29.1","0.9","1.44","17","24","0.5","0.27","0.76","0.11","30","0.001","3.5"
"Deep Bay","DM5","1993-07-28","1","Surface Water","0.7","0.03","0.8","112","7.5","460","600","0.941","0.007","0.05","8.5","0.4","3.8","0.6","9.15","13","30.4","0.98","0.33","1.28","0.09","17","0.006","1.5"
"Deep Bay","DM5","1993-07-28","1","Middle Water","0.7","0.015","0.3","75","5.1","460","600","0.924","<0.002","0.05","8.3","0.7","17.4","0.6","8.26","13","28.6","0.94","0.18","1.11","0.11","22.3","0.002","1.5"
"Deep Bay","DM5","1993-07-28","1","Bottom Water","0.8","0.006","0.4","56","4.1","380","520","0.897","0.003","0.049","8.3","1.2","28.4","0.6","7.91","15","25.1","0.91","0.21","1.11","0.09","79.2","0.001","1.5"
"Deep Bay","DM5","1993-09-15","1","Surface Water","0.6","0.067","0.3","97","6.5","3","8","0.368","0.05","0.008","8.1","0.6","23.1","1.5","3.7","7.5","29.2","0.49","0.27","0.69","0.05","5.8","0.005","2"
"Deep Bay","DM5","1993-09-15","1","Middle Water","0.5","0.1","0.3","86","5.7","16","23","0.301","0.032","0.065","8.1","0.8","26.1","1.5","2.9","11","28.7","0.43","0.21","0.54","0.12","5.7","0.007","2"
"Deep Bay","DM5","1993-09-15","1","Bottom Water","0.5","0.067","1.1","79","5.3","24","36","0.313","0.043","0.006","8.1","0.2","28","1.5","3.24","9","28.5","0.42","0.19","0.55","0.04","22","0.005","2"
"Deep Bay","DM5","1993-11-11","1","Surface Water","0.4","0.01","2.1","104","7.6","6","12","0.732","0.117","0.028","8.1","0.7","23.1","1","3.68","7.6","24.7","0.86","0.47","1.32","0.06","5.1","0.001","1.1"
"Deep Bay","DM5","1993-11-11","1","Middle Water","0.5","0.07","2","96","6.8","130","150","0.529","0.128","0.031","8.1","0.3","28.1","1","2.59","8","24.2","0.73","0.75","1.41","0.08","3.6","0.004","1.4"
"Deep Bay","DM5","1993-11-11","1","Bottom Water","0.5","0.082","1.3","91","6.4","600","1200","0.349","0.117","0.035","8.1","1.1","29.8","1","1.61","67","24.2","0.55","0.51","0.98","0.1","28.1","0.005","11"
"Deep Bay","DM5","1993-12-13","1","Surface Water","0.4","0.191","0.7","117","8.8","1900","2400","0.203","0.07","0.038","8.2","0.5","31.1","0.8","1.6","15","20.4","0.46","0.54","0.81","0.07","7.2","0.01","1.6"
"Deep Bay","DM5","1993-12-13","1","Middle Water","0.3","0.185","0.8","104","7.7","800","1100","0.191","0.069","0.038","8.3","0.4","31.6","0.8","1.44","17","20.4","0.45","0.54","0.8","0.07","8","0.01","1.8"
"Deep Bay","DM5","1993-12-13","1","Bottom Water","0.4","0.175","0.8","101","7.5","600","1200","0.18","0.067","0.036","8.3","0.2","32.2","0.8","1.45","18","20.5","0.42","0.51","0.76","0.06","23.7","0.011","1.8"
"Eastern Buffer","EM1","1993-01-18","1","Surface Water","0.2","0.146","0.3","117","9.3","8000","11000","0.028","0.014","0.05","8.2","0.6","33.3","1.2","0.58","7.5","17.2","0.19","0.61","0.65","0.18","7.4","0.006","1.5"
"Eastern Buffer","EM1","1993-01-18","1","Middle Water","0.2","0.121","0.4","112","8.8","8000","10000","0.029","0.014","0.018","8.2","0.7","33.3","1.2","0.52","16","17.3","0.16","0.64","0.68","0.17","12","0.005","3"
"Eastern Buffer","EM1","1993-01-18","1","Bottom Water","0.4","0.207","<0.2","115","9.1","17000","30000","0.027","0.017","0.142","8.2","1","33.4","1.2","0.82","32","17.2","0.25","0.67","0.71","0.35","6.2","0.008","7"
"Eastern Buffer","EM1","1993-02-10","1","Surface Water","3.7","0.546","0.4","84","7.4","68000","68000","0.008","0.045","0.208","8.2","<0.2","33.5","1","0.2","8","16.9","0.6","1.48","1.53","0.2","11","0.018","2"
"Eastern Buffer","EM1","1993-02-10","1","Middle Water","0.3","0.165","0.4","87","7.7","11000","15000","0.048","0.009","0.129","8.2","<0.2","33.7","1","0.6","32","16.9","0.22","0.78","0.84","0.16","20","0.006","6"
"Eastern Buffer","EM1","1993-02-10","1","Bottom Water","0.6","0.147","1.5","87","7.6","3800","4900","0.036","0.045","0.094","8.2","<0.2","33.7","1","0.44","53","16.9","0.23","0.86","0.94","0.12","70","0.006","3.5"
"Eastern Buffer","EM1","1993-03-08","1","Surface Water","0.7","0.17","0.4","81","7.1","1500","2000","0.037","0.07","0.032","8.1","<0.2","33.4","1.5","0.55","5","17.2","0.28","0.48","0.59","0.08","3.8","0.006","1.5"
"Eastern Buffer","EM1","1993-03-08","1","Middle Water","0.6","0.154","0.6","81","7.1","1300","1600","0.037","0.07","0.026","8.2","<0.2","33.4","1.5","0.94","6","17.2","0.26","0.41","0.52","0.09","3.8","0.006","1.5"
"Eastern Buffer","EM1","1993-03-08","1","Bottom Water","0.6","0.179","0.4","82","7.2","1000","1400","0.049","0.078","0.037","8.2","<0.2","33.4","1.5","0.89","6","17.2","0.31","0.37","0.5","0.11","4.9","0.006","2"
"Eastern Buffer","EM1","1993-04-02","1","Surface Water","1.8","0.052","<0.2","73","5.5","70000","74000","0.677","0.088","0.124","8","0.4","33.2","0.7","0.93","2","19.3","0.82","0.3","1.07","0.14","2.6","0.001","0.5"
"Eastern Buffer","EM1","1993-04-02","1","Middle Water","0.6","0.047","0.6","77","5.9","1100","1400","0.328","0.003","0.053","8","<0.2","33.4","0.7","0.83","4.5","19.2","0.38","0.31","0.64","0.09","3.8","0.001","1"
"Eastern Buffer","EM1","1993-04-02","1","Bottom Water","0.6","0.048","0.5","78","5.9","1500","1900","0.343","0.009","0.052","8","<0.2","33.4","0.7","0.8","4","19.2","0.4","0.29","0.64","0.08","3.3","0.002","1"
"Eastern Buffer","EM1","1993-05-03","1","Surface Water","0.6","0.024","0.5","105","8.2","10000","15000","0.329","0.283","0.059","8","<0.2","32.5","1.5","0.87","5","22","0.64","0.21","0.82","0.12","6.3","0.001","1.5"
"Eastern Buffer","EM1","1993-05-03","1","Middle Water","0.6","0.022","0.4","50","3.9","11000","15000","0.464","0.012","0.058","8","0.3","33","1.5","0.7","5","21.8","0.5","0.26","0.74","0.07","9","0.001","1.5"
"Eastern Buffer","EM1","1993-05-03","1","Bottom Water","0.6","0.03","0.2","45","3.6","8000","11000","0.231","0.245","0.057","8.1","0.6","33.7","1.5","0.81","9","21.5","0.51","0.19","0.67","0.08","13.6","0.001","1.5"
"Eastern Buffer","EM1","1993-06-09","1","Surface Water","0.9","0.012","0.4","72","5.1","43000","52000","0.289","0.185","0.057","7.9","0.3","32.9","2.5","0.57","1","23.7","0.49","0.22","0.69","0.09","1.9","0.001","<0.5"
"Eastern Buffer","EM1","1993-06-09","1","Middle Water","0.8","0.01","0.4","74","5.2","34000","48000","0.213","0.258","0.048","8","<0.2","33.1","2.5","0.45","0.5","23.5","0.48","0.21","0.68","0.08","2.5","0.001","<0.5"
"Eastern Buffer","EM1","1993-06-09","1","Bottom Water","0.5","0.026","0.3","69","4.9","2200","2900","0.22","0.003","0.033","8","0.2","33.3","2.5","0.46","3.5","23.3","0.25","0.24","0.46","0.05","4","0.001","0.5"
"Eastern Buffer","EM1","1993-07-12","1","Surface Water","4.2","0.226","0.4","97","6.7","170","250","0.159","0.039","0.021","8.3","0.8","26.2","1.5","0.9","3","27.8","0.42","0.44","0.64","0.04","6.9","0.025","1"
"Eastern Buffer","EM1","1993-07-12","1","Middle Water","4.4","0.192","1.8","107","7.4","260","320","0.19","0.093","0.021","8.4","1.4","26.5","1.5","1.01","4.5","27.6","0.48","0.47","0.75","0.05","6.1","0.022","1"
"Eastern Buffer","EM1","1993-07-12","1","Bottom Water","2.2","0.143","0.3","119","8.6","32000","47000","0.342","0.242","0.047","8","0.5","30.7","1.5","1.06","5","25.6","0.73","0.38","0.96","0.06","9.6","0.007","1"
"Eastern Buffer","EM1","1993-08-09","1","Surface Water","4","0.146","0.7","81","6","68000","68000","0.499","0.507","0.113","8.1","3.8","31.8","1.3","0.63","4","24","1.15","0.38","1.39","0.19","2.7","0.007","1.5"
"Eastern Buffer","EM1","1993-08-09","1","Middle Water","1.5","0.014","0.5","67","5.1","8000","10000","0.181","0.063","0.056","8.1","1.1","32.8","1.3","0.95","6.5","23.1","0.26","0.42","0.66","0.1","4.3","0.001","1"
"Eastern Buffer","EM1","1993-08-09","1","Bottom Water","1.1","0.096","0.7","58","4.4","4000","5100","0.203","0.025","0.043","8.1","1","33.3","1.3","1.08","12","22.5","0.32","0.21","0.44","0.1","31.1","0.004","1.5"
"Eastern Buffer","EM1","1993-09-02","1","Surface Water","0.6","0.308","0.9","136","9","12000","12000","0.114","0.045","0.052","8.2","0.7","31.7","1.8","0.76","7","27.1","0.47","0.6","0.76","0.07","3.7","0.023","1"
"Eastern Buffer","EM1","1993-09-02","1","Middle Water","0.7","0.28","1.1","154","10.2","5400","6800","0.108","0.052","0.05","8.2","0.4","31.9","1.8","0.7","9.5","27","0.44","0.62","0.78","0.07","4.8","0.021","1.5"
"Eastern Buffer","EM1","1993-09-02","1","Bottom Water","0.5","0.179","0.6","155","10.3","11000","14000","0.103","0.028","0.054","8.2","0.8","31.9","1.8","0.7","21","27","0.31","0.49","0.62","0.07","5.4","0.014","4"
"Eastern Buffer","EM1","1993-10-04","1","Surface Water","2.7","0.655","0.7","82","5.4","62000","68000","0.025","0.039","0.129","8.2","<0.2","32","0.8","0.85","6.1","27.4","0.72","1.07","1.13","0.16","4.9","0.048","1.2"
"Eastern Buffer","EM1","1993-10-04","1","Middle Water","0.7","0.2","0.2","93","6.1","23000","39000","0.021","0.024","0.022","8.2","0.7","32.3","0.8","0.74","22","27","0.25","0.53","0.58","0.07","5.3","0.016","6.4"
"Eastern Buffer","EM1","1993-10-04","1","Bottom Water","0.7","0.133","<0.2","93","6.2","2600","3400","0.035","0.038","0.017","8.3","2.1","32.4","0.8","0.78","110","26.9","0.21","0.48","0.55","0.1","6","0.011","8.1"
"Eastern Buffer","EM1","1993-11-01","1","Surface Water","1.3","0.221","1.3","90","6.2","47000","66000","0.084","0.013","0.038","8.2","0.9","32.7","1.6","0.79","9.3","24.1","0.32","0.96","1.06","0.09","3.3","0.014","1.5"
"Eastern Buffer","EM1","1993-11-01","1","Middle Water","0.6","0.166","1.3","93","6.5","4100","5500","0.08","0.011","0.03","8.3","0.6","32.8","1.6","0.74","7.4","24","0.26","0.7","0.79","0.07","4.5","0.012","1"
"Eastern Buffer","EM1","1993-11-01","1","Bottom Water","0.4","0.129","1","94","6.6","2700","3200","0.067","0.01","0.029","8.3","0.8","32.8","1.6","0.77","8.8","24","0.21","0.6","0.68","0.07","9.1","0.009","1.2"
